company,yealy_start_date,yealy_start_date_close,yealy_end_date,yealy_end_date_close,return_yearly,monthly_start_date,monthly_start_date_close,monthly_end_date,monthly_end_date_close,return_monthly
ADANIGREEN,2019-02-04,33.849998474121094,2020-01-17,188.64999389648438,457.31167621975095,2020-01-17,188.64999389648438,2020-02-28,154.9499969482422,-13.113278193978973
NAM-INDIA,2019-02-04,131.0500030517578,2020-01-17,346.0,164.02135974262308,2020-01-17,346.0,2020-02-28,390.5,9.026507311024945
GRSE,2019-02-04,84.75,2020-01-17,218.0,157.22713864306783,2020-01-17,218.0,2020-02-28,152.4499969482422,-22.54478537030672
AAVAS,2019-02-04,825.2000122070312,2020-01-17,1993.9000244140625,141.6262718030378,2020-01-17,1993.9000244140625,2020-02-28,1878.8499755859375,-4.156343309194044
HDFCAMC,2019-02-04,1352.3499755859375,2020-01-17,3263.25,141.30218204693054,2020-01-17,3263.25,2020-02-28,3141.39990234375,-2.681610399451695
AVANTIFEED,2019-02-04,333.1499938964844,2020-01-17,722.7999877929688,116.95932794090207,2020-01-17,722.7999877929688,2020-02-28,462.70001220703125,-27.284071632975625
ISEC,2019-02-04,198.64999389648438,2020-01-17,430.20001220703125,116.56180489550208,2020-01-17,430.20001220703125,2020-02-28,476.20001220703125,7.5260172468981645
GUJGASLTD,2019-02-04,127.80000305175781,2020-01-17,269.8999938964844,111.18934855359699,2020-01-17,269.8999938964844,2020-02-28,276.1000061035156,1.6354903465253257
GMMPFAUDLR,2019-02-04,1079.800048828125,2020-01-17,2206.89990234375,104.38042253645321,2020-01-17,2206.89990234375,2020-02-28,2766.5,17.51836543457943
FINEORG,2019-02-04,1070.5,2020-01-17,2122.0,98.22512844465203,2020-01-17,2122.0,2020-02-28,2131.550048828125,0.32125759556504985
MANAPPURAM,2019-02-04,92.0999984741211,2020-01-17,182.0500030517578,97.6655874787137,2020-01-17,182.0500030517578,2020-02-28,162.75,-7.692724365198533
AMBER,2019-02-04,680.0999755859375,2020-01-17,1323.800048828125,94.64786007198578,2020-01-17,1323.800048828125,2020-02-28,1371.199951171875,2.5446814350365
MCX,2019-02-04,716.75,2020-01-17,1377.75,92.22183467038715,2020-01-17,1377.75,2020-02-28,1277.75,-5.239938117533505
CREDITACC,2019-02-04,403.70001220703125,2020-01-17,772.7000122070312,91.40450553436301,2020-01-17,772.7000122070312,2020-02-28,841.9000244140625,6.318014934617433
TATACONSUM,2019-02-04,199.85000610351562,2020-01-17,380.29998779296875,90.29270761992676,2020-01-17,380.29998779296875,2020-02-28,346.1499938964844,-6.49972910162332
RELAXO,2019-02-04,360.04998779296875,2020-01-17,678.5499877929688,88.45993911910357,2020-01-17,678.5499877929688,2020-02-28,696.5,1.882473742648627
PRESTIGE,2019-02-04,199.6999969482422,2020-01-17,375.1000061035156,87.83175354816517,2020-01-17,375.1000061035156,2020-02-28,290.3500061035156,-16.717566651715998
BALRAMCHIN,2019-02-04,102.3499984741211,2020-01-17,192.0,87.59160025639537,2020-01-17,192.0,2020-02-28,142.8000030517578,-19.060198626222835
NH,2019-02-04,192.1999969482422,2020-01-17,359.3999938964844,86.99271571438562,2020-01-17,359.3999938964844,2020-02-28,333.70001220703125,-5.161560804365884
DIXON,2019-02-04,2237.800048828125,2020-01-17,4165.64990234375,86.14933467917241,2020-01-17,4165.64990234375,2020-02-28,3828.050048828125,-5.858301732111615
SRF,2019-02-04,1968.050048828125,2020-01-17,3622.699951171875,84.075600787135,2020-01-17,3622.699951171875,2020-02-28,3893.800048828125,5.289879651309626
BERGEPAINT,2019-02-04,309.25,2020-01-20,567.1500244140625,83.39531913146725,2020-01-20,567.1500244140625,2020-03-02,,
AFFLE,2019-08-08,873.6500244140625,2020-01-17,1591.050048828125,82.1152640492635,2020-01-17,1591.050048828125,2020-02-28,1798.9000244140625,9.166149034238114
ADANIGAS,2019-02-04,96.0,2020-01-17,174.64999389648438,81.92707697550456,2020-01-17,174.64999389648438,2020-02-28,134.0500030517578,-17.219637501058326
JKCEMENT,2019-02-04,699.5,2020-01-17,1264.3499755859375,80.75053260699607,2020-01-17,1264.3499755859375,2020-02-28,1387.550048828125,6.867050522387874
BHARTIARTL,2019-02-04,281.4679870605469,2020-01-17,500.04998779296875,77.65785481153225,2020-01-17,500.04998779296875,2020-02-28,523.5,3.327665607279484
WELCORP,2019-02-04,102.3499984741211,2020-01-17,180.9499969482422,76.79530986411775,2020-01-17,180.9499969482422,2020-02-28,185.89999389648438,1.946424043053363
MASFIN,2019-02-04,522.3499755859375,2020-01-20,911.9000244140625,74.57644625926395,2020-01-20,911.9000244140625,2020-03-02,,
