company,date,current volume,mean volume,action
VAKRANGEE,2020-02-03,728714.0,1807861.392857143,False
VBL,2020-02-03,142765.0,274499.9285714286,False
VEDL,2020-02-03,17368542.0,37131251.66071428,False
VENKEYS,2020-02-03,22674.0,81155.89285714286,False
VESUVIUS,2020-02-03,1096.0,4323.946428571428,False
VGUARD,2020-02-03,289841.0,426876.73214285716,False
VINATIORGA,2020-02-03,64057.0,113537.76785714286,False
VINDHYATEL,2020-02-03,7742.0,15181.517857142857,False
VIPIND,2020-02-03,2633375.0,482238.16071428574,True
VISHAL,2020-02-03,17695.0,986.4821428571429,True
VMART,2020-02-03,3690.0,31522.23214285714,False
VOLTAMP,2020-02-03,2913.0,7900.535714285715,False
VOLTAS,2020-02-03,3177253.0,2379702.839285714,True
VRLLOG,2020-02-03,16711.0,48324.0,False
VSTIND,2020-02-03,15537.0,16964.178571428572,False
VSTTILLERS,2020-02-03,1960.0,10097.42857142857,False
VTL,2020-02-03,8545.0,26226.696428571428,False
WABCOINDIA,2020-02-03,4399.0,9974.92857142857,False
WELENT,2020-02-03,80676.0,248986.89285714287,False
WELSPUNIND,2020-02-03,477926.0,1187843.267857143,False
WESTLIFE,2020-02-03,310237.0,280420.96428571426,True
WHEELS,2020-02-03,1574.0,6504.875,False
WHIRLPOOL,2020-02-03,35569.0,86803.75,False
WIPRO,2020-02-03,18082968.0,6487157.946428572,True
WONDERLA,2020-02-03,1196727.0,84709.91071428571,True
WSTCSTPAPR,2020-02-03,31755.0,57878.892857142855,False
ZEEL,2020-02-03,14838385.0,19646774.25,False
ZENSARTECH,2020-02-03,148506.0,165166.89285714287,False
ZYDUSWELL,2020-02-03,15843.0,37608.41071428572,False
