company,ema50,ema200,ratio,outcome,action,longName,price,regularMarketVolume,marketCap,bookValue,priceToBook,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh
SONATSOFTW,280.49849108524455,268.594967840435,-0.04243703129651426,close by,buy,Sonata Software Limited,312.1,141972,32804831232,64.448,4.8426642,520236,214081,164.85,1.1195247,147.25 - 354.95,-42.850006,-0.12072124,147.25,354.95
SOUTHBANK,7.234691877151943,8.230851555007986,0.13769206688705557,close by,sell,The South Indian Bank Limited,7.4,14906736,13465336832,30.114,0.24573289,20772246,18818030,2.6,0.5416666,4.8 - 12.5,-5.1,-0.408,4.8,12.5
SPANDANA,603.5617994247807,713.1493226368468,0.1815680238817426,close by,sell,Spandana Sphoorty Financial Ltd.,594.7,58188,38091128832,408.627,1.4553615,38933,84812,189.70001,0.46839508,405.0 - 1397.0,-802.3,-0.5743021,405.0,1397.0
SPARC,172.82186715402176,160.35624975446726,-0.07212986183308004,close by,buy,Sun Pharma Advanced Research Company Limited,175.55,778332,45964259328,-0.712,-246.55899,1553711,1693145,94.55,1.167284,81.0 - 210.9,-35.34999,-0.16761495,81.0,210.9
SPICEJET,50.04903375121144,60.988001308325245,0.21856500989590089,close by,sell,SpiceJet Limited,53.7,13060497,32225691648,-26.332,-2.0393438,4157370,3214992,23.050001,0.7520392,30.65 - 135.85,-82.15001,-0.6047111,30.65,135.85
SRF,4005.244134539343,3591.183018927754,-0.10337974458059142,close by,buy,SRF Limited,4202.05,369997,241535926272,858.26,4.8960104,299192,225209,1734.3999,0.70285493,2467.65 - 4439.15,-237.1001,-0.05341115,2467.65,4439.15
STAR,522.0523448944004,444.6097977268214,-0.1483424946271316,close by,buy,Strides Pharma Science Limited,598.25,514721,53618573312,282.187,2.120048,1470985,1533605,330.25,1.2322761,268.0 - 653.0,-54.75,-0.0838438,268.0,653.0
STARCEMENT,87.54372153089479,86.6999694611758,-0.009638064900190726,close by,buy,Star Cement Limited,85.25,76449,35242348544,45.005,1.894234,265150,128532,25.25,0.42083332,60.0 - 104.95,-19.699997,-0.18770841,60.0,104.95
STRTECH,138.01158335676325,127.24397031737048,-0.0780196326822672,close by,buy,Sterlite Technologies Limited,146.85,792867,59321970688,47.558,3.0878088,2837324,1558647,88.200005,1.5038364,58.65 - 180.0,-33.149994,-0.18416664,58.65,180.0
SUDARSCHEM,428.03568867745935,404.3490529249212,-0.05533799255320254,close by,buy,Sudarshan Chemical Industries Limited,450.05,127414,31135494144,85.808,5.2448487,317432,375812,159.94998,0.5513615,290.1 - 505.85,-55.80002,-0.110309415,290.1,505.85
SUNDARMFIN,1377.2614847999473,1395.4509278795392,0.013206964167907446,close by,sell,Sundaram Finance Limited,1398.85,86356,155417821184,600.953,2.3277194,51463,146324,416.8,0.4244183,982.05 - 1784.95,-386.09998,-0.21630858,982.05,1784.95
SUNDRMFAST,421.5467229939017,404.73679520208435,-0.03987678441058724,close by,buy,Sundram Fasteners Limited,437.35,25428,91899478016,95.096,4.5990367,103392,78157,188.85,0.75995976,248.5 - 533.35,-95.99997,-0.17999433,248.5,533.35
SUNPHARMA,510.1781217947968,468.05694185085764,-0.08256171353596599,close by,buy,Sun Pharmaceutical Industries Limited,512.45,12377290,1229536755712,189.055,2.710587,10359000,15198037,200.45001,0.642468,312.0 - 564.75,-52.299988,-0.09260733,312.0,564.75
SUNTECK,225.06758944398518,262.96219246120984,0.16836987995846403,close by,sell,Sunteck Realty Limited,280.25,398066,40927711232,205.643,1.3627986,936027,721508,135.25,0.9327586,145.0 - 472.45,-192.20001,-0.40681556,145.0,472.45
SUNTV,425.6862517955528,426.22293415919046,0.0012607462923078774,close by,sell,Sun TV Network Limited,476.5,1762653,187505606656,145.18,3.2821326,2795594,2199454,216.95001,0.83586985,259.55 - 551.3,-74.79999,-0.13567929,259.55,551.3
SUPRAJIT,164.365937984929,161.15400600387142,-0.019541347924240133,close by,buy,Suprajit Engineering Limited,178.2,359700,24932853760,60.347,2.952922,371357,294814,78.95,0.79546595,99.25 - 219.0,-40.800003,-0.18630138,99.25,219.0
SUPREMEIND,1244.969727569251,1156.6268230208823,-0.07095988166784942,close by,buy,The Supreme Industries Limited,1381.65,79835,175142109184,178.009,7.7616863,61528,61053,608.35004,0.78669345,773.3 - 1413.0,-31.349976,-0.02218682,773.3,1413.0
SUZLON,4.048610649890681,3.6527523536361186,-0.09777633131139718,close by,buy,Suzlon Energy Limited,3.35,25328349,27555491840,-20.646,-0.16225903,22357004,20605547,1.6499999,0.97058815,1.7 - 6.05,-2.7000003,-0.44628102,1.7,6.05
SWANENERGY,132.56990606638144,120.86672661944155,-0.08827930707803155,close by,buy,Swan Energy Limited,130.0,112294,31863128064,40.153,3.237616,176566,152374,44.0,0.5116279,86.0 - 160.0,-30.0,-0.1875,86.0,160.0
SWSOLAR,237.12327348419993,227.11776942579843,-0.04219536914864744,close by,buy,Sterling and Wilson Solar Limited,268.8,681838,43088101376,67.419,3.9870064,364718,172572,199.09999,2.856528,69.7 - 664.85,-396.05,-0.5956983,69.7,664.85
SYMPHONY,867.867968897188,979.816730199509,0.1289928483529308,close by,sell,Symphony Limited,848.0,56817,59323535360,90.259,9.3951845,59856,57531,157.29999,0.22773995,690.7 - 1408.95,-560.94995,-0.39813334,690.7,1408.95
SYNGENE,453.23523941768707,374.6523486568799,-0.17338212902811756,close by,buy,Syngene International Limited,469.25,246675,187899428864,54.87,8.552032,675997,488645,256.7,1.2077159,212.55 - 512.95,-43.700012,-0.08519351,212.55,512.95
TAKE,49.592235085667646,67.61056330478138,0.3633296258575186,close by,sell,TAKE Solutions Limited,50.3,1274542,7448524288,107.735,0.46688634,745032,745294,14.049999,0.38758618,36.25 - 138.2,-87.899994,-0.6360347,36.25,138.2
TASTYBITE,12166.267401761123,10802.391731740341,-0.11210304894526271,close by,buy,Tasty Bite Eatables Limited,11858.3,1264,30456027136,635.768,18.65193,1938,1622,4401.3496,0.5902345,7456.95 - 13740.0,-1881.7002,-0.13695052,7456.95,13740.0
TATACOMM,765.802318173723,562.0558541144703,-0.26605621218951786,close by,buy,Tata Communications Limited,907.25,226902,259235790848,-44.855,-20.226284,199685,123902,707.25,3.53625,200.0 - 930.0,-22.75,-0.024462366,200.0,930.0
TATAELXSI,1003.5169235350301,891.8141919111403,-0.11131125843937056,close by,buy,Tata Elxsi Limited,1150.55,296956,71594123264,175.032,6.57337,603808,614650,650.60004,1.3013302,499.95 - 1208.6,-58.049927,-0.04803072,499.95,1208.6
TATAINVEST,780.5604205539885,774.7851412804556,-0.007398888185278438,close by,buy,Tata Investment Corporation Limited,816.9,10170,41341186048,1592.465,0.5129783,25479,32571,225.90002,0.38223353,591.0 - 1024.9,-208.0,-0.20294662,591.0,1024.9
TATAMOTORS,121.19110432358592,123.11944569576663,0.015911575217863756,close by,sell,Tata Motors Limited,147.8,95505430,483870605312,175.341,0.84292895,75960019,113509313,84.3,1.3275591,63.5 - 201.7,-53.899994,-0.26722854,63.5,201.7
TATAMTRDVR,45.12020167269555,51.241199181220786,0.13565979941595321,close by,sell,Tata Motors Limited,56.1,23400603,505235439616,175.341,0.31994796,7959562,15792394,27.699999,0.9753521,28.4 - 84.2,-28.099998,-0.3337292,28.4,84.2
TATAPOWER,53.13851306300912,49.87277105389145,-0.061457158299580414,close by,buy,The Tata Power Company Limited,58.9,20129946,188205531136,72.339,0.814222,34260660,29969184,31.900002,1.1814815,27.0 - 68.85,-9.949997,-0.14451702,27.0,68.85
TATASTEEL,389.09863215009875,373.027310185577,-0.04130397959950186,close by,buy,Tata Steel Limited,421.3,10523826,507299987456,642.066,0.6561631,15086488,12755447,170.44998,0.6794897,250.85 - 506.0,-84.70001,-0.16739133,250.85,506.0
TATASTLBSL,23.292418845476494,22.88269839017666,-0.017590292275694815,close by,buy,Tata Steel BSL Limited,24.75,1346285,27010170880,155.864,0.15879229,2516372,2083246,9.65,0.63907284,15.1 - 32.55,-7.799999,-0.23963133,15.1,32.55
TCIEXP,737.2328538668256,701.7820983945984,-0.048086239356108625,close by,buy,TCI Express Limited,774.45,13789,29705191424,87.933,8.807274,30716,25256,318.65002,0.69910055,455.8 - 949.0,-174.54999,-0.18393044,455.8,949.0
TCS,2214.938698715558,2105.112434251653,-0.04958433591304042,close by,buy,Tata Consultancy Services Limited,2288.8,5231023,8588447186944,238.931,9.579335,3730755,3814645,782.75,0.51973706,1506.05 - 2358.0,-69.19995,-0.029346883,1506.05,2358.0
TEAMLEASE,2062.3753405576,2093.5127799695206,0.015097852849376163,close by,sell,TeamLease Services Limited,2271.2,10294,38830252032,334.618,6.787441,42061,36108,855.85,0.6046914,1415.35 - 3200.0,-928.80005,-0.29025,1415.35,3200.0
TECHM,673.9649723855069,654.4510143193689,-0.028953964769219562,close by,buy,Tech Mahindra Limited,748.2,2954643,722866012160,250.28,2.989452,5402894,4382059,276.80002,0.5871872,471.4 - 845.9,-97.70001,-0.1154983,471.4,845.9
THERMAX,766.5949416601985,833.5349830874802,0.0873212667987491,close by,sell,Thermax Limited,770.35,36299,91791818752,268.872,2.8651178,88158,84400,200.34998,0.35149118,570.0 - 1181.25,-410.90002,-0.34785187,570.0,1181.25
THYROCARE,683.2408177602448,586.5125695707964,-0.14157270127176627,close by,buy,Thyrocare Technologies Limited,750.4,73317,39648436224,68.749,10.915068,224648,92640,340.80002,0.8320313,409.6 - 846.9,-96.5,-0.11394497,409.6,846.9
TIINDIA,547.2675249703368,457.79799472836453,-0.16348408440062606,close by,buy,Tube Investments of India Limited,663.25,91620,124471459840,92.279,7.1874423,130603,166533,409.25,1.6112205,254.0 - 678.7,-15.450012,-0.022764126,254.0,678.7
TIMETECHNO,40.4788932009728,45.75716429304553,0.13039563769361856,close by,sell,Time Technoplast Limited,41.05,328113,9283334144,80.097,0.51250356,783240,418101,18.65,0.83258927,22.4 - 72.05,-31.000004,-0.4302568,22.4,72.05
TIMKEN,1024.544751465568,915.1940827270698,-0.1067309832802097,close by,buy,Timken India Limited,1166.45,53176,87443390464,209.612,5.564805,49400,82535,527.39996,0.8252875,639.05 - 1224.7,-58.25,-0.04756267,639.05,1224.7
TITAN,1075.2454812558312,1059.1787007060568,-0.014942430198366656,close by,buy,Titan Company Limited,1159.25,3490459,1029182128128,75.117,15.432592,3892788,2728420,438.34998,0.6080593,720.9 - 1389.95,-230.69995,-0.16597717,720.9,1389.95
TORNTPHARM,2646.081895949012,2305.8102040273106,-0.12859454291367034,close by,buy,Torrent Pharmaceuticals Limited,2769.2,885223,468612349952,285.022,9.715741,746293,821546,1214.2,0.780836,1555.0 - 3031.2,-262.0,-0.08643442,1555.0,3031.2
TORNTPOWER,334.265482660105,312.2736769400564,-0.06579143483507922,close by,buy,Torrent Power Limited,333.2,841845,160259883008,190.454,1.749504,1417021,1178521,101.250015,0.43651655,231.95 - 368.9,-35.69998,-0.096774146,231.95,368.9
TRENT,599.0408559929656,551.6640915201394,-0.07908770161309747,close by,buy,Trent Limited,649.95,441466,231332806656,67.176,9.67533,522457,575837,284.95,0.78068495,365.0 - 804.7,-154.75,-0.1923077,365.0,804.7
TRIDENT,6.538721562414357,6.131981578561557,-0.062204817863909086,close by,buy,Trident Limited,6.35,4169716,32258951168,5.929,1.0710069,8062774,4465727,3.3,1.0819672,3.05 - 8.4,-2.0499997,-0.2440476,3.05,8.4
TTKPRESTIG,5576.637615834026,5490.2492242377275,-0.015491125216924962,close by,buy,TTK Prestige Limited,6034.2,3581,83530227712,942.372,6.403204,7964,8237,2133.1,0.54679453,3901.1 - 6650.0,-615.7998,-0.09260148,3901.1,6650.0
TV18BRDCST,32.75136673188732,28.109926953001967,-0.14171743783646032,close by,buy,TV18 Broadcast Limited,30.2,8383473,51773673472,21.96,1.3752278,9808036,5178537,18.300001,1.5378152,11.9 - 41.7,-11.5,-0.27577937,11.9,41.7
TVSMOTOR,414.25281458395455,400.9672973183991,-0.032071036810934976,close by,buy,TVS Motor Company Limited,433.9,2765007,206069088256,69.084,6.28076,2981196,3186467,193.79999,0.8071636,240.1 - 504.0,-70.100006,-0.13908732,240.1,504.0
TVTODAY,213.91824385091292,222.08305099113542,0.03816788597943449,close by,sell,T.V. Today Network Limited,233.05,62927,13899778048,146.145,1.5946491,112061,59802,105.5,0.8271266,127.55 - 345.0,-111.95,-0.32449275,127.55,345.0
UBL,1014.8528498911968,1074.0195884463283,0.058300805443345594,close by,sell,United Breweries Limited,1120.05,967588,296296939520,133.139,8.412637,739991,1424048,370.55005,0.49439633,749.5 - 1396.0,-275.94995,-0.19767189,749.5,1396.0
UCOBANK,13.608155876562149,13.782167560027986,0.012787308217533279,close by,sell,UCO Bank,13.25,1184733,131614908416,18.0,0.7361111,4516974,2518229,4.8500004,0.577381,8.4 - 22.4,-9.15,-0.40848213,8.4,22.4
UFLEX,297.62059360661675,236.8200737207163,-0.20428868563532335,close by,buy,Uflex Limited,332.8,80389,24014415872,650.534,0.5115797,345057,206764,214.54999,1.8143762,118.25 - 374.0,-41.200012,-0.11016046,118.25,374.0
UJJIVAN,239.3475501236766,249.75520482144526,0.04348343942685346,close by,sell,Ujjivan Financial Services Limited,245.6,439823,29868398592,233.691,1.0509605,5526495,1998313,120.950005,0.9703169,124.65 - 415.55,-169.94998,-0.40897602,124.65,415.55
ULTRACEMCO,3963.8230070544264,3931.485813613088,-0.008158082079797187,close by,buy,UltraTech Cement Limited,3916.1,437869,1129497231360,1356.22,2.887511,527171,509606,1006.1001,0.34573886,2910.0 - 4754.1,-838.0,-0.1762689,2910.0,4754.1
UNIONBANK,30.12014587506065,38.00244350208587,0.26169520093698234,close by,sell,Union Bank of India,29.35,2481286,188040757248,95.426,0.30756816,5571158,5946348,6.700001,0.29580578,22.65 - 65.8,-36.450005,-0.5539514,22.65,65.8
UPL,473.213636100807,472.95620916924446,-0.0005439972814048018,close by,buy,UPL Limited,508.45,3768685,388478697472,252.51,2.0135837,5448497,6630744,268.30002,1.1172185,240.15 - 617.75,-109.29999,-0.1769324,240.15,617.75
VAIBHAVGBL,1543.5233011833093,1178.634353721563,-0.2364000253070439,close by,buy,Vaibhav Global Limited,1662.85,29405,53910925312,232.784,7.143317,31634,17291,1111.5,2.015961,551.35 - 1970.0,-307.15002,-0.15591371,551.35,1970.0
VAKRANGEE,30.113009876784204,33.666582067132154,0.11800787117888194,close by,sell,Vakrangee Limited,27.2,2531766,28815951872,24.894,1.0926329,2665125,2710693,10.050001,0.5860059,17.15 - 55.7,-28.5,-0.51166964,17.15,55.7
VARROC,247.9491910932122,282.224853333639,0.1382366366645715,close by,sell,Varroc Engineering Limited,320.7,827593,43240624128,222.869,1.438962,489935,290645,200.70001,1.6725001,120.0 - 526.6,-205.89996,-0.3909988,120.0,526.6
VBL,725.9594457354935,686.2914650317005,-0.05464214418148957,close by,buy,Varun Beverages Limited,740.5,277611,213774204928,119.863,6.1778865,302908,170560,258.3,0.5356698,482.2 - 870.0,-129.5,-0.14885058,482.2,870.0
VENKEYS,1258.402927099102,1298.8700288331318,0.03215750763335823,close by,sell,Venky's (India) Limited,1520.05,228015,21456570368,593.586,2.5607917,233467,397717,939.9501,1.6203243,580.1 - 1942.85,-422.79993,-0.2176184,580.1,1942.85
VESUVIUS,926.9366184707571,959.1367671876964,0.03473824215733588,close by,sell,Vesuvius India Limited,929.35,1863,18781046784,407.731,2.2793214,4652,2773,179.34998,0.2391333,750.0 - 1228.1,-298.75,-0.24326195,750.0,1228.1
VGUARD,169.25451475064577,184.58752336229276,0.09059143051065045,close by,sell,V-Guard Industries Limited,168.95,453753,72330199040,23.243,7.268855,717948,957913,19.949997,0.1338926,149.0 - 259.2,-90.250015,-0.34818676,149.0,259.2
VINATIORGA,1006.7789758516649,975.9546690794617,-0.03061675651910385,close by,buy,Vinati Organics Limited,1002.5,481833,102890586112,124.461,8.054732,146325,174112,351.2,0.5392293,651.3 - 1197.7,-195.19995,-0.162979,651.3,1197.7
VIPIND,275.2058995510837,313.0594209294585,0.13754618429372892,close by,sell,VIP Industries Limited,285.05,229373,40234233856,43.173,6.6025057,863595,580042,97.399994,0.51905143,187.65 - 519.5,-234.45001,-0.45129934,187.65,519.5
VMART,1842.5238833952003,1848.767294809323,0.0033885104396139364,close by,sell,V-Mart Retail Limited,1810.45,16635,33047953408,252.997,7.1560135,23844,23143,610.44995,0.5087083,1200.0 - 2545.0,-734.55005,-0.28862476,1200.0,2545.0
VOLTAS,608.5491189196617,592.620395790591,-0.02617491774098444,close by,buy,Voltas Limited,645.75,1796436,213668986880,129.357,4.991999,2294387,1848981,218.29999,0.51070297,427.45 - 741.0,-95.25,-0.12854251,427.45,741.0
VRLLOG,159.72422168858242,190.14798318216293,0.19047681792995896,close by,sell,VRL Logistics Limited,162.9,117392,14716956672,68.28,2.3857644,287115,487436,32.899994,0.25307688,130.0 - 295.0,-132.1,-0.44779664,130.0,295.0
VSTIND,3342.176874957947,3423.3861857363086,0.024298328250321428,close by,sell,VST Industries Limited,3322.85,6581,51299155968,509.708,6.519125,17790,18780,786.80005,0.31024626,2536.05 - 4848.0,-1525.1499,-0.3145936,2536.05,4848.0
VTL,731.056218028151,785.4238082708794,0.07436854909650033,close by,sell,Vardhman Textiles Limited,769.15,20943,44237742080,1070.03,0.71881163,34677,63426,168.10004,0.2796773,601.05 - 1105.35,-336.19995,-0.30415702,601.05,1105.35
WABCOINDIA,6898.873085235998,6661.173845151075,-0.034454792420172756,close by,buy,WABCO India Limited,6899.05,2189,130858418176,999.122,6.9051123,7165,2029,1888.0498,0.37678105,5011.0 - 7035.0,-135.9502,-0.019324832,5011.0,7035.0
WELCORP,99.2490549516342,104.93350455577767,0.05727459679000065,close by,sell,Welspun Corp Limited,105.8,464969,27599939584,123.243,0.8584667,1509805,672812,50.800003,0.92363644,55.0 - 233.95,-128.15,-0.5477666,55.0,233.95
WELSPUNIND,44.526304278088276,40.87204812304785,-0.08206960389566208,close by,buy,Welspun India Limited,56.55,1321868,56914747392,29.512,1.9161698,1436404,1882131,38.1,2.0650406,18.45 - 59.4,-2.8500023,-0.047979835,18.45,59.4
WESTLIFE,352.0964111700329,345.07514570262026,-0.019941315062203178,close by,buy,Westlife Development Limited,370.05,99259,57589772288,38.364,9.6457615,332352,222517,103.04999,0.385955,267.0 - 499.4,-129.35,-0.25901082,267.0,499.4
WHIRLPOOL,2120.1352442965535,2047.6233755432272,-0.034201529807304946,close by,buy,Whirlpool of India Limited,2159.25,86077,274330550272,202.053,10.686553,60691,57717,815.44995,0.60682386,1343.8 - 2555.0,-395.75,-0.15489237,1343.8,2555.0
WIPRO,261.5203008883122,239.0703157720147,-0.08584413921229475,close by,buy,Wipro Limited,276.0,10706415,1571599155200,103.082,2.67748,13330397,13330173,116.600006,0.7314932,159.4 - 290.8,-14.799988,-0.050894044,159.4,290.8
WOCKPHARMA,294.8277458781775,285.9414699715196,-0.030140568623177297,close by,buy,Wockhardt Limited,299.5,331533,33043236864,235.346,1.2725945,1074457,671058,152.8,1.0415815,146.7 - 411.65,-112.149994,-0.27244017,146.7,411.65
ZEEL,180.15099395483804,209.31665198144125,0.16189562647605893,close by,sell,Zee Entertainment Enterprises Limited,220.4,48947951,211695075328,97.813,2.253279,34884396,49416755,106.399994,0.9333333,114.0 - 367.4,-147.0,-0.40010887,114.0,367.4
