company,ema50,ema200,ratio,outcome,action,longName,price,regularMarketVolume,marketCap,bookValue,priceToBook,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh
M&MFIN,142.728480370908,212.64426750933458,0.4898516887220875,close by,sell,Mahindra & Mahindra Financial Services Limited,137.2,9564449,169514713088,,,20259487,11540776,23.094994,0.20240124,114.105 - 403.3,-266.09998,-0.65980655,114.105,403.3
MAHABANK,12.254617868131497,11.536508937029343,-0.058599047218732,close by,buy,Bank of Maharashtra,12.85,2578272,84425269248,18.869,0.6810112,5171423,3482325,4.8500004,0.60625005,8.0 - 15.35,-2.5,-0.16286644,8.0,15.35
MAHINDCIE,121.71259860851666,127.94873877378757,0.05123660357732717,close by,sell,Mahindra CIE Automotive Limited,132.05,105485,50179133440,122.467,1.0782497,254908,138286,73.450005,1.2534131,58.6 - 182.7,-50.649994,-0.2772304,58.6,182.7
MAHLOG,320.88181246990416,330.2478424480654,0.02918841023138289,close by,sell,Mahindra Logistics Limited,351.9,36716,25195724800,76.135,4.6220527,129004,89423,156.9,0.8046154,195.0 - 458.0,-106.100006,-0.2316594,195.0,458.0
MAHSCOOTER,2961.3812410228097,3141.001352712055,0.06065416677901546,close by,sell,Maharashtra Scooters Ltd.,3035.35,4632,34731995136,7184.43,0.42249003,20362,10467,1222.3501,0.67421407,1813.0 - 4950.0,-1914.6499,-0.38679796,1813.0,4950.0
MAHSEAMLES,224.55182281978406,268.4027334962857,0.19528191811515394,close by,sell,Maharashtra Seamless Limited,231.95,91382,15510102016,478.271,0.48497608,161196,86403,47.300003,0.25616032,184.65 - 447.65,-215.7,-0.48184967,184.65,447.65
MANAPPURAM,155.55433087487796,146.2130353780072,-0.060051658120560826,close by,buy,Manappuram Finance Limited,152.1,5863481,128426098688,68.668,2.2150056,10757726,6853569,77.850006,1.0484849,74.25 - 194.8,-42.699997,-0.21919917,74.25,194.8
MARICO,360.6899213962573,340.28412802350147,-0.05657433757440052,close by,buy,Marico Limited,373.85,1928171,482659041280,23.53,15.888227,2806872,2941707,139.85,0.5976496,234.0 - 404.0,-30.149994,-0.074628696,234.0,404.0
MARUTI,6497.046801405481,6228.565193665453,-0.04132363763824953,close by,buy,Maruti Suzuki India Limited,7190.1,2184760,2171985461248,1635.764,4.3955607,1344260,1100153,3189.0,0.7970308,4001.1 - 7758.7,-568.6001,-0.07328548,4001.1,7758.7
MASFIN,719.8589748632746,704.8003071333778,-0.020918913642435234,close by,buy,MAS Financial Services Limited,829.85,13472,45312548864,191.457,4.3343935,36003,41594,385.89996,0.86924195,443.95 - 1270.0,-440.15002,-0.3465748,443.95,1270.0
MCDOWELL-N,582.8454079840305,585.0982125405088,0.0038651836758401745,close by,sell,United Spirits Limited,568.25,2120386,403722305536,52.345,10.85586,3071380,3264881,125.600006,0.28374565,442.65 - 742.7,-174.45001,-0.23488624,442.65,742.7
MCX,1545.4259507085007,1290.0216985316927,-0.16526463274394868,close by,buy,Multi Commodity Exchange of India Limited,1606.5,392158,81928929280,347.618,4.6214523,402842,412305,791.5,0.97116566,815.0 - 1838.95,-232.44995,-0.12640363,815.0,1838.95
METROPOLIS,1644.454393771293,1483.5395203516823,-0.09785304720465872,close by,buy,Metropolis Healthcare Limited,1785.85,56909,90941374464,104.409,17.104368,136174,118749,787.8,0.7893392,998.05 - 2109.0,-323.15002,-0.15322429,998.05,2109.0
MFSL,553.3312624851944,500.8114675186734,-0.09491564732966143,close by,buy,Max Financial Services Limited,593.9,832173,159801278464,79.699,7.451788,1522971,2351631,317.55002,1.1490864,276.35 - 641.75,-47.849976,-0.07456171,276.35,641.75
MGL,983.6029172507181,978.7570988803732,-0.004926600242188687,close by,buy,Mahanagar Gas Limited,912.4,716346,90124869632,299.007,3.0514338,1081962,1352217,248.5,0.37430334,663.9 - 1246.2,-333.79993,-0.26785424,663.9,1246.2
MHRIL,172.45456649657808,181.9484182389313,0.05505132125649807,close by,sell,Mahindra Holidays & Resorts India Limited,179.5,34352,23741747200,3.484,51.52124,76608,91117,57.699997,0.47372738,121.8 - 253.0,-73.5,-0.29051384,121.8,253.0
MIDHANI,211.04898846816891,192.16979580564492,-0.08945407793495021,close by,buy,Mishra Dhatu Nigam Limited,208.8,338456,39116591104,51.074,4.088186,1454493,898777,93.600006,0.81250006,115.2 - 278.8,-69.999985,-0.25107598,115.2,278.8
MINDACORP,73.05966005737963,79.55850504220686,0.08895257628797018,close by,sell,Minda Corporation Limited,74.3,433629,16882594816,43.817,1.695689,1457866,648317,21.550003,0.40853086,52.75 - 122.0,-47.699997,-0.39098358,52.75,122.0
MINDAIND,308.9983286916637,309.73313851805597,0.002378038190379712,close by,sell,Minda Industries Limited,341.55,308130,90025410560,69.245,4.9324856,442606,242264,135.29999,0.65599996,206.25 - 425.9,-84.350006,-0.1980512,206.25,425.9
MINDTREE,1089.5492003746601,945.5733703380133,-0.13214256867623625,close by,buy,Mindtree Limited,1194.15,866992,196859199488,210.355,5.676832,1138680,1285849,527.15,0.7903299,667.0 - 1225.0,-30.849976,-0.025183653,667.0,1225.0
MMTC,18.6399292886191,18.18136783764198,-0.024601029535938408,close by,buy,MMTC Limited,18.5,534988,27750000640,6.28,2.9458597,2259771,827782,8.6,0.8686869,9.9 - 26.55,-8.049999,-0.3032015,9.9,26.55
MOIL,146.76056658933928,140.943920823935,-0.039633573926436426,close by,buy,MOIL Limited,148.7,171268,35302273024,114.854,1.2946872,610194,806991,63.149994,0.7381647,85.55 - 170.0,-21.300003,-0.12529413,85.55,170.0
MOTHERSUMI,106.81090444473416,105.36706656698732,-0.013517701074181161,close by,buy,Motherson Sumi Systems Limited,112.65,7699653,355740811264,35.659,3.1590903,18305006,12626820,64.0,1.315519,48.65 - 151.0,-38.35,-0.2539735,48.65,151.0
MOTILALOFS,662.5107902204816,646.1781133744474,-0.024652695604548067,close by,buy,Motilal Oswal Financial Services Limited,676.9,35278,100696317952,208.44,3.2474573,129132,126389,250.90002,0.5889672,426.0 - 905.4,-228.5,-0.25237465,426.0,905.4
MPHASIS,1088.3772694813435,946.4574598568942,-0.13039578609729693,close by,buy,Mphasis Limited,1143.95,315170,213399289856,329.549,3.4712589,411620,349046,513.94995,0.8157936,630.0 - 1230.0,-86.05005,-0.06995939,630.0,1230.0
MRF,61105.82782073753,62034.511954963775,0.015197963391489693,close by,sell,MRF Limited,58425.4,11062,248031592448,28800.508,2.0286238,14657,13817,8510.297,0.17049544,49915.1 - 73565.7,-15140.305,-0.20580657,49915.1,73565.7
MRPL,33.941825233317765,38.18897638420215,0.12513031110405112,close by,sell,Mangalore Refinery and Petrochemicals Limited,31.5,639926,55206903808,38.998,0.8077337,2173904,1362303,10.75,0.5180723,20.75 - 56.6,-25.099998,-0.44346288,20.75,56.6
MUTHOOTFIN,1157.9655630118866,938.39980862695,-0.18961337141481366,close by,buy,Muthoot Finance Limited,1122.9,2366644,450135785472,313.877,3.5775158,3722473,2038346,646.10004,1.3550756,476.8 - 1405.75,-282.84998,-0.2012093,476.8,1405.75
NAM-INDIA,277.85146579597784,284.113543242076,0.022537500128562562,close by,sell,Nippon Life India Asset Management Limited,275.35,546822,168630403072,42.362,6.4999294,1243097,1414458,67.65001,0.3257102,207.7 - 452.9,-177.54999,-0.39202914,207.7,452.9
NATCOPHARM,753.7351685114346,660.3595470482356,-0.12388385916449698,close by,buy,NATCO Pharma Limited,766.45,163274,140022759424,207.322,3.6969063,536649,368882,363.90002,0.90398717,402.55 - 895.0,-128.54999,-0.14363126,402.55,895.0
NATIONALUM,35.11783194533248,36.61325424100289,0.04258299025971521,close by,sell,National Aluminium Company Limited,36.3,8600400,67722002432,53.653,0.6765698,16580497,10369864,11.9,0.4877049,24.4 - 49.25,-12.950001,-0.2629442,24.4,49.25
NAUKRI,3153.382405181605,2728.5730784747393,-0.13471544903936278,close by,buy,Info Edge (India) Limited,3337.9,399950,429200506880,179.571,18.58819,446920,394898,1756.7999,1.1111251,1581.1 - 3584.4,-246.5,-0.06877023,1581.1,3584.4
NAVINFLUOR,1884.7541767718599,1479.034615028807,-0.21526391438376066,close by,buy,Navin Fluorine International Limited,1999.3,68565,99028328448,285.295,7.007834,155653,114466,1313.2001,1.9140068,686.1 - 2207.1,-207.80005,-0.094150715,686.1,2207.1
NBCC,25.61032470360139,28.16618778245842,0.09979815205145048,close by,sell,NBCC (India) Limited,27.3,7485664,49139998720,8.079,3.3791308,14410825,8112702,13.249999,0.9430604,14.05 - 45.8,-18.5,-0.40393013,14.05,45.8
NBVENTURES,54.19861320141185,57.597134322964564,0.06270494613807169,close by,sell,Nava Bharat Ventures Limited,60.25,409310,10617073664,256.019,0.23533408,903978,1467492,28.25,0.8828125,32.0 - 95.4,-35.15,-0.36844864,32.0,95.4
NCC,32.512340404133006,38.9507711527407,0.19803036842556043,close by,sell,NCC Limited,33.85,6612883,20643319808,80.89,0.41846952,21314161,11396813,17.999998,1.1356466,15.85 - 71.85,-38.0,-0.52887964,15.85,71.85
NESCO,499.9472817893009,513.1900231117085,0.026488275473790044,close by,sell,Nesco Limited,542.8,80771,38330634240,192.659,2.817413,167783,146494,162.79999,0.42842102,380.0 - 816.8,-274.0,-0.33545545,380.0,816.8
NESTLEIND,16520.451131225378,15794.250174948753,-0.04395769525349278,close by,buy,Nestlé India Limited,16232.6,98910,1565077405696,236.355,68.678894,143473,152408,4032.5996,0.33054096,12200.0 - 18369.9,-2137.3008,-0.116347976,12200.0,18369.9
NFL,35.351025327913185,30.567699722563983,-0.13530938808646903,close by,buy,National Fertilizers Limited,35.35,396360,17293502464,38.787,0.9113878,2988380,574394,20.649998,1.4047618,14.7 - 44.95,-9.600002,-0.21357068,14.7,44.95
NH,311.1717720105409,291.04298545070924,-0.06468705830794255,close by,buy,Narayana Hrudayalaya Limited,319.65,49018,65323991040,56.043,5.703656,247573,137807,115.649994,0.56691176,204.0 - 389.0,-69.350006,-0.17827766,204.0,389.0
NHPC,21.043896943108518,21.514469914485257,0.022361493816897043,close by,sell,NHPC Limited,21.4,5346972,214962995200,31.23,0.68523854,6058346,6462819,6.299999,0.41721848,15.1 - 29.1,-7.700001,-0.26460484,15.1,29.1
NIACL,116.52190319947661,124.80411535931445,0.0710785863637957,close by,sell,The New India Assurance Company Limited,112.75,234388,186057785344,178.553,0.6314652,787668,539119,38.65,0.5215925,74.1 - 179.15,-66.399994,-0.37063912,74.1,179.15
NIITTECH,1809.3895264101177,1577.0289474009169,-0.12841932354400828,close by,buy,COFORGE Limited,2013.8,403780,122020577280,324.672,6.2025676,668202,141082,1278.4501,1.7385601,735.35 - 2079.0,-65.19995,-0.031361207,735.35,2079.0
NILKAMAL,1238.7737387611082,1204.5645479045202,-0.027615366540463246,close by,buy,Nilkamal Limited,1274.65,7761,19045310464,691.633,1.8429573,28099,26530,362.65002,0.39764258,912.0 - 1543.7,-269.04993,-0.174289,912.0,1543.7
NLCINDIA,50.11363986462568,50.54938664998333,0.008695173340726278,close by,sell,NLC India Limited,52.2,226847,72450990080,95.134,0.54869974,1056989,464322,17.25,0.49356222,34.95 - 62.8,-10.599998,-0.16878979,34.95,62.8
NMDC,90.88583437633973,91.62639723489927,0.008148275951266755,close by,sell,NMDC Limited,93.7,6912465,286747295744,90.375,1.0367911,8755250,21365847,32.149998,0.5223395,61.55 - 139.7,-46.0,-0.32927704,61.55,139.7
NTPC,94.41476578733226,100.3547800861359,0.06291403944361239,close by,sell,NTPC Limited,94.7,27331168,937493987328,120.275,0.7873623,23431302,27539165,21.5,0.29371586,73.2 - 127.95,-33.25,-0.25986713,73.2,127.95
OBEROIRLTY,372.58225275112676,410.34364143195353,0.10135047604119295,close by,sell,Oberoi Realty Limited,371.15,306675,134653583360,237.263,1.5642978,393478,845676,81.149994,0.27982756,290.0 - 584.0,-212.85,-0.3644692,290.0,584.0
OFSS,2934.7263536401233,2811.4724346997655,-0.04199843668132068,close by,buy,Oracle Financial Services Software Limited,2980.75,58862,256483098624,764.978,3.896517,58389,82041,1474.75,0.97924966,1506.0 - 3262.7,-281.94995,-0.08641615,1506.0,3262.7
OIL,96.00549860760245,110.52721508228299,0.15125921624587663,close by,sell,Oil India Limited,94.55,496243,102530965504,266.021,0.3554231,1563013,889269,31.050003,0.48897642,63.5 - 174.95,-80.399994,-0.45955986,63.5,174.95
OMAXE,90.23195210727391,137.4954462012617,0.5237999731824234,far away,sell,Omaxe Limited,69.45,59283,12684416000,89.525,0.7757609,826132,55294,9.949997,0.16722684,59.5 - 222.1,-152.65001,-0.68730307,59.5,222.1
ONGC,80.0292956436716,93.35757439310683,0.16654249724724618,close by,sell,Oil and Natural Gas Corporation Limited,77.9,12843427,980005355520,164.519,0.47350156,20542082,35549855,27.900002,0.558,50.0 - 149.65,-71.74999,-0.479452,50.0,149.65
ORIENTCEM,66.48136787736385,67.6157434951,0.01706306073347802,close by,sell,Orient Cement Limited,64.7,125238,13234578432,54.59,1.1851987,628904,271678,29.599998,0.8433048,35.1 - 100.1,-35.4,-0.35364637,35.1,100.1
ORIENTELEC,187.41131355894578,186.3626644413198,-0.005595441906425553,close by,buy,Orient Electric Limited,198.8,151579,42119159808,16.938,11.736923,397443,474523,53.75,0.37056187,145.05 - 286.9,-88.09999,-0.30707562,145.05,286.9
ORIENTREF,184.28023429338288,183.51076748500935,-0.004175525450811478,close by,buy,Orient Refractories Limited,198.15,36975,23799795712,35.484,5.5842066,82893,35905,90.149994,0.83472216,108.0 - 268.55,-70.399994,-0.26214856,108.0,268.55
PAGEIND,19413.05757979515,20056.8659065217,0.03316367471122206,close by,sell,Page Industries Limited,18503.55,177967,206196162560,735.062,25.172775,42701,70443,2249.5508,0.13839982,16254.0 - 26882.6,-8379.049,-0.31169042,16254.0,26882.6
PEL,1377.0638061035536,1377.6730588176729,0.0004424288195063331,close by,sell,Piramal Enterprises Limited,1292.4,2193654,291432333312,1355.494,0.9534531,1963980,2816725,685.55005,1.1296862,606.85 - 1951.16,-658.76,-0.3376248,606.85,1951.16
PERSISTENT,889.727230532712,713.8208757446336,-0.19770818375734883,close by,buy,Persistent Systems Limited,986.3,167845,75377975296,327.784,3.0089936,188610,156279,566.25,1.3480538,420.05 - 1128.0,-141.70001,-0.12562057,420.05,1128.0
PETRONET,249.0486938894895,247.876202257485,-0.004707881072143925,close by,buy,Petronet LNG Limited,235.15,3208900,353018937344,74.139,3.1717448,4316175,4508962,64.75,0.37998828,170.4 - 299.0,-63.850006,-0.21354517,170.4,299.0
PFC,90.77197683985558,95.49553222268399,0.05203759516179689,close by,sell,Power Finance Corporation Limited,92.5,9069052,244081606656,187.408,0.4935755,9139095,8161727,18.349998,0.24747132,74.15 - 133.4,-40.899994,-0.30659667,74.15,133.4
PFIZER,4468.0074209013355,4156.088180259315,-0.0698117105139223,close by,buy,Pfizer Limited,4774.5,43036,218422394880,742.321,6.431854,63835,41940,1776.3501,0.5924821,2998.15 - 5170.0,-395.5,-0.07649903,2998.15,5170.0
PGHH,10216.69258632285,10448.862615214059,0.022724578128348143,close by,sell,Procter & Gamble Hygiene and Health Care Limited,10076.6,3949,327093485568,356.676,28.25141,9317,20905,1676.5996,0.1995952,8400.0 - 12774.9,-2698.3008,-0.21121892,8400.0,12774.9
PGHL,4528.537679308615,4229.958025082052,-0.06593290712602583,close by,buy,Procter & Gamble Health Limited,4820.4,24360,79750627328,492.085,9.795869,22247,34485,1928.95,0.667122,2891.45 - 5150.0,-329.6001,-0.06400002,2891.45,5150.0
PHILIPCARB,111.15930956340003,107.18072864055696,-0.03579170236365916,close by,buy,Phillips Carbon Black Limited,124.25,1340707,21404672000,98.592,1.2602443,2304307,1547636,70.15,1.2966729,54.1 - 147.45,-23.199997,-0.15734145,54.1,147.45
PHOENIXLTD,1011.2693089168237,1010.3403499114705,-0.0009186069399734368,close by,buy,The Phoenix Mills Limited,649.15,83790,110800822272,239.314,2.7125452,354429,486741,184.10004,0.3958715,465.05 - 58495.0,-57845.85,-0.9889025,465.05,58495.0
PIDILITIND,1410.370135606628,1398.4273711557485,-0.008467822842648893,close by,buy,Pidilite Industries Limited,1436.15,784696,729753780224,87.681,16.379261,1023820,946641,250.59998,0.21137865,1185.55 - 1709.9,-273.75,-0.16009708,1185.55,1709.9
PIIND,1825.3963724127757,1570.207925601365,-0.1397989229452161,close by,buy,PI Industries Limited,1883.45,165032,285743841280,189.641,9.93166,274360,265091,913.35,0.9415009,970.1 - 2160.0,-276.55005,-0.12803243,970.1,2160.0
PNB,34.08921526339411,42.38571797577776,0.24337617185610755,close by,sell,Punjab National Bank,33.65,20501779,316667691008,93.103,0.3614277,41091191,48656673,7.3500023,0.27946776,26.3 - 69.65,-36.0,-0.5168701,26.3,69.65
PNBHOUSING,244.837381932166,323.7736698310062,0.32240292424263084,close by,sell,PNB Housing Finance Limited,290.85,1147195,48917192704,475.529,0.6116347,921048,1569822,145.20001,0.9969105,145.65 - 714.75,-423.9,-0.5930745,145.65,714.75
PNCINFRA,148.59112843648046,149.4120816848742,0.00552491428682224,close by,sell,PNC Infratech Limited,162.5,194243,41687588864,99.471,1.633642,298780,434974,82.5,1.03125,80.0 - 214.85,-52.350006,-0.2436584,80.0,214.85
POLYCAB,848.8112638672584,823.7213755095339,-0.0295588541596547,close by,buy,Polycab India Limited,865.65,87299,128987922432,257.686,3.359321,354350,270613,295.65002,0.51868427,570.0 - 1182.0,-316.34998,-0.26763958,570.0,1182.0
POLYMED,389.3357025949263,305.22555865207215,-0.21603501395392002,close by,buy,Poly Medicure Limited,446.95,477166,39410221056,49.327,9.060961,244491,360496,256.35,1.3449633,190.6 - 497.7,-50.75,-0.101969056,190.6,497.7
POWERGRID,177.0719257276596,177.73619049001317,0.0037513838493812715,close by,sell,Power Grid Corporation of India Limited,175.05,9772346,915532480512,123.593,1.4163424,10294941,9945675,52.9,0.4330741,122.15 - 211.0,-35.949997,-0.17037913,122.15,211.0
PRAJIND,67.71806797659764,78.14612292996767,0.15399221012882142,close by,sell,Praj Industries Limited,68.65,695376,12574483456,39.348,1.7446885,2089298,1153198,25.650002,0.59651166,43.0 - 129.75,-61.1,-0.47090557,43.0,129.75
PRESTIGE,223.5046825023043,233.03368047727855,0.042634444470200386,close by,sell,Prestige Estates Projects Limited,247.3,327378,99094347776,135.745,1.8217983,954300,937820,113.65001,0.8503555,133.65 - 426.0,-178.7,-0.41948357,133.65,426.0
PTC,53.59863373562561,50.869846334451815,-0.05091151044322317,close by,buy,PTC India Limited,59.05,1592728,17494093824,141.76,0.41654912,2986153,1743338,26.649998,0.82253075,32.4 - 68.7,-9.649998,-0.14046577,32.4,68.7
PVR,1208.679897902696,1309.7541302075024,0.08362365625521748,close by,sell,PVR Limited,1386.85,3559295,76475342848,288.266,4.811008,2526528,2943306,668.55,0.9307392,718.3 - 2125.0,-738.15,-0.34736472,718.3,2125.0
QUESS,353.08734287518985,383.09638313164345,0.08499041628649166,close by,sell,Quess Corp Limited,382.1,105644,56233656320,154.305,2.4762647,306308,211411,217.1,1.3157576,165.0 - 638.2,-256.1,-0.40128487,165.0,638.2
RADICO,386.77397197294147,355.37348146058406,-0.08118563499033532,close by,buy,Radico Khaitan Limited,406.75,343753,54446739456,115.699,3.515588,499604,435774,186.75,0.84886366,220.0 - 439.15,-32.399994,-0.073778875,220.0,439.15
RAIN,103.48238482601762,94.13718252778415,-0.09030717946774547,close by,buy,Rain Industries Limited,113.3,930376,38108000256,154.562,0.7330392,2684390,1347244,68.55,1.5318437,44.75 - 128.8,-15.5,-0.120341614,44.75,128.8
RAJESHEXPO,470.72365485465656,548.8672386970418,0.16600734430164404,close by,sell,Rajesh Exports Limited,444.35,129442,131242336256,356.754,1.2455362,128227,126052,3.350006,0.0075963857,441.0 - 780.5,-336.15,-0.43068546,441.0,780.5
RALLIS,290.81789355534636,239.73227969971697,-0.1756618660258164,close by,buy,Rallis India Limited,307.0,660861,59855478784,72.477,4.2358265,1229891,834297,182.0,1.456,125.0 - 339.8,-32.799988,-0.09652734,125.0,339.8
RAMCOCEM,684.9063243391373,675.6091163191738,-0.013574422792685273,close by,buy,The Ramco Cements Limited,716.0,423702,168673132544,212.302,3.372554,909129,912457,261.0,0.5736264,455.0 - 884.25,-168.25,-0.19027424,455.0,884.25
RATNAMANI,1104.3465234411433,1040.8211376677993,-0.0575230549695569,close by,buy,Ratnamani Metals & Tubes Limited,1175.1,3258,54917005312,365.767,3.2127008,14495,9569,456.0,0.634126,719.1 - 1390.0,-214.90002,-0.15460433,719.1,1390.0
RAYMOND,275.14077397911933,380.6270223510384,0.38339009826266074,close by,sell,Raymond Limited,284.1,521033,18936459264,366.827,0.77447957,1220260,1260404,74.100006,0.35285717,210.0 - 829.0,-544.9,-0.65729797,210.0,829.0
RBLBANK,181.133451495555,230.61974956680942,0.273203528462929,close by,sell,RBL Bank Limited,188.8,22373700,96050110464,207.685,0.90906906,37880945,33511458,87.25,0.85918266,101.55 - 415.0,-226.2,-0.5450602,101.55,415.0
RCF,48.096241158211015,46.13811605097203,-0.040712643235420336,close by,buy,Rashtriya Chemicals and Fertilizers Limited,47.6,707605,26314659840,57.606,0.8263028,2650349,1015336,25.599998,1.1636363,22.0 - 60.1,-12.5,-0.2079867,22.0,60.1
RECLTD,107.51619445665763,112.42469104584718,0.04565355585728331,close by,sell,REC Limited,109.95,10230964,216561909760,179.226,0.61347127,9121022,9017965,31.199997,0.39619043,78.75 - 156.5,-46.550003,-0.2974441,78.75,156.5
REDINGTON,102.25654794581496,97.72035007530401,-0.04436095254178389,close by,buy,Redington (India) Limited,112.55,132167,43810988032,110.742,1.0163263,1073069,538893,53.450005,0.9043994,59.1 - 139.55,-27.0,-0.19347903,59.1,139.55
RELAXO,637.5466177447984,615.7048473849558,-0.0342590953381633,close by,buy,Relaxo Footwears Limited,656.65,859019,163098738688,51.338,12.790721,343475,365275,194.65002,0.4213204,462.0 - 830.0,-173.34998,-0.20885539,462.0,830.0
RELIANCE,1993.7027101218582,1649.2193214374788,-0.17278573527310098,close by,buy,Reliance Industries Limited,2077.25,13139051,14046447271936,764.929,2.7156115,21326263,15497181,1201.6,1.3722377,875.65 - 2198.8,-121.55005,-0.055280175,875.65,2198.8
RENUKA,9.347709320406459,8.082899511898136,-0.13530692548892034,close by,buy,Shree Renuka Sugars Limited,9.9,1066933,18994733056,-4.605,-2.149837,2305337,2042001,6.6499996,2.0461538,3.25 - 12.25,-2.3500004,-0.19183676,3.25,12.25
REPCOHOME,146.12431970518477,191.99032093268053,0.3138834200907376,close by,sell,Repco Home Finance Limited,173.2,318591,10826107904,249.462,0.6942941,513693,816851,82.85,0.9169895,90.35 - 366.2,-193.00002,-0.5270344,90.35,366.2
RITES,248.66369169278013,252.45467837713483,0.015245437154686793,close by,sell,RITES Limited,246.6,380350,61650001920,105.331,2.341191,844638,366163,55.950012,0.2934698,190.65 - 331.0,-84.399994,-0.2549849,190.65,331.0
RVNL,20.464610948643816,20.496386480107823,0.0015527063545819543,close by,sell,Rail Vikas Nigam Limited,20.95,3607306,43681169408,24.613,0.8511762,7324012,4438612,10.950001,1.095,10.0 - 29.3,-8.349998,-0.2849829,10.0,29.3
SADBHAV,49.652527929560364,74.63612679722573,0.5031687188839284,far away,sell,Sadbhav Engineering Limited,51.8,695854,8887377920,93.301,0.5551923,670335,1333561,28.55,1.227957,23.25 - 149.05,-97.25,-0.6524656,23.25,149.05
SAIL,37.303164593231706,36.349115177699126,-0.025575562447205435,close by,buy,Steel Authority of India Limited,40.5,33037420,167086800896,100.502,0.40297705,39460310,53819841,20.35,1.0099256,20.15 - 51.9,-11.400002,-0.2196532,20.15,51.9
SANOFI,8176.955987588876,7482.712196640257,-0.08490247373256674,close by,buy,Sanofi India Limited,8406.8,13665,193560674304,1157.245,7.2644944,27023,19274,2799.7998,0.4993401,5607.0 - 8989.0,-582.2002,-0.06476807,5607.0,8989.0
SBILIFE,842.5693726751559,819.7890139490131,-0.02703677520797514,close by,buy,SBI Life Insurance Company Limited,834.55,1069493,835225976832,93.144,8.959783,1517300,1452539,315.14996,0.6067577,519.4 - 1030.0,-195.45001,-0.18975729,519.4,1030.0
SBIN,198.41071687518408,225.39099118411585,0.13598194056173124,close by,sell,State Bank of India,206.6,54427676,1843824427008,292.991,0.7051411,69192956,76368172,57.15001,0.3824022,149.45 - 351.0,-144.4,-0.411396,149.45,351.0
SCHAEFFLER,3680.7248257730084,3878.501778116066,0.05373315357839099,close by,sell,Schaeffler India Limited,3961.15,6641,123828322304,924.56,4.2843623,9876,17473,935.8999,0.30936283,3025.25 - 4959.85,-998.7002,-0.20135693,3025.25,4959.85
SCHNEIDER,81.04434823523371,81.25476116589569,0.0025962690211443736,close by,sell,Schneider Electric Infrastructure Limited,82.65,273833,19704090624,0.059,1400.8475,310685,503340,24.650002,0.425,58.0 - 114.0,-31.349998,-0.27499998,58.0,114.0
SCI,58.11526704343916,51.98399825821712,-0.10550186030529858,close by,buy,The Shipping Corporation of India Limited,58.2,843896,27109502976,160.663,0.36224896,2841031,964130,26.7,0.84761906,31.5 - 69.7,-11.499996,-0.16499278,31.5,69.7
SEQUENT,119.66314053593362,94.65423879179532,-0.20899419513921566,close by,buy,Sequent Scientific Limited,133.95,2032847,33243709440,30.407,4.405236,1824161,872607,82.25,1.5909091,51.7 - 145.55,-11.600006,-0.079697736,51.7,145.55
SFL,1400.0140417576229,1390.0773837135212,-0.007097541701529582,close by,buy,Sheela Foam Limited,1428.3,10591,69674049536,188.538,7.5756617,26044,14958,276.45007,0.24000528,1151.85 - 1779.95,-351.6499,-0.19756168,1151.85,1779.95
SHOPERSTOP,174.00225868451454,243.97552859416996,0.4021400092082985,close by,sell,Shoppers Stop Limited,178.1,281840,15679585280,7.574,23.514656,281397,307409,47.100006,0.35954204,131.0 - 447.5,-269.4,-0.60201114,131.0,447.5
SHREECEM,21458.326716275566,20933.490124214622,-0.024458411832403902,close by,buy,Shree Cement Limited,20025.3,64472,723113607168,3649.988,5.4864016,63679,63840,4615.301,0.29950038,15410.0 - 25355.0,-5329.699,-0.21020308,15410.0,25355.0
SHRIRAMCIT,808.561759301066,957.8172715507011,0.18459383038180535,close by,sell,Shriram City Union Finance Limited,963.5,48238,63593795584,1124.732,0.85664845,103398,47989,338.5,0.5416,625.0 - 1569.95,-606.44995,-0.38628617,625.0,1569.95
SIS,376.16906758754783,409.8004668400843,0.08940501000845655,close by,sell,Security and Intelligence Services (India) Limited,360.6,65145,53085732864,94.683,3.808498,98261,301071,38.5,0.11952809,322.1 - 623.7,-263.1,-0.42183742,322.1,623.7
SJVN,22.90877427624148,22.945944196663028,0.0016225189516182923,close by,sell,SJVN Limited,23.4,853478,91957313536,30.285,0.7726597,1867838,1955053,6.1499996,0.35652173,17.25 - 27.35,-3.9500008,-0.14442416,17.25,27.35
SKFINDIA,1578.315512411337,1685.721129692059,0.06805078986813519,close by,sell,SKF India Limited,1633.5,29931,80756973568,385.382,4.2386518,56797,23894,403.5,0.32804877,1230.0 - 2317.95,-684.44995,-0.29528245,1230.0,2317.95
SOBHA,240.281592643425,284.1236846002862,0.18246130082016868,close by,sell,Sobha Limited,253.45,296607,23960707072,258.565,0.9802177,375955,661795,132.79999,1.1007044,120.65 - 547.0,-293.55,-0.5366545,120.65,547.0
SOLARINDS,1035.8686825572354,1022.7387122148756,-0.012675323198251359,close by,buy,Solar Industries India Limited,1075.05,86444,97281384448,152.513,7.0489078,35898,102711,302.00006,0.39066046,773.05 - 1349.0,-273.94995,-0.20307632,773.05,1349.0
