company,yealy_start_date,yealy_start_date_close,yealy_end_date,yealy_end_date_close,return_yearly,monthly_start_date,monthly_start_date_close,monthly_end_date,monthly_end_date_close,return_monthly
ADANIGREEN,2019-04-02,37.75,2020-03-16,117.69999694824219,211.78807138607203,2020-03-16,117.69999694824219,2020-04-30,210.4499969482422,47.315456131441636
GMMPFAUDLR,2019-04-02,1210.199951171875,2020-03-16,2658.64990234375,119.68682941767557,2020-03-16,2658.64990234375,2020-04-30,3494.10009765625,19.9820082383958
ABBOTINDIA,2019-04-02,7309.2001953125,2020-03-16,14421.5,97.30612946199948,2020-03-16,14421.5,2020-04-30,17730.80078125,14.765656129394289
INDIAMART,2019-07-04,1301.949951171875,2020-03-16,2300.5,76.69650034775437,2020-03-16,2300.5,2020-04-30,2247.550048828125,-1.5403949776719772
GUJGASLTD,2019-04-02,147.5500030517578,2020-03-16,260.29998779296875,76.41476273074717,2020-03-16,260.29998779296875,2020-04-30,259.0,-0.33322380005161856
NAVINFLUOR,2019-04-02,750.6500244140625,2020-03-16,1296.949951171875,72.77691453940068,2020-03-16,1296.949951171875,2020-04-30,1573.199951171875,13.738406154393257
MASFIN,2019-04-02,588.4000244140625,2020-03-16,1014.1500244140625,72.35723697054026,2020-03-16,1014.1500244140625,2020-04-30,621.5999755859375,-27.84398798780273
METROPOLIS,2019-04-15,959.8499755859375,2020-03-16,1592.5999755859375,65.9217602848549,2020-03-16,1592.5999755859375,2020-04-30,1262.6500244140625,-14.338792669964818
DIXON,2019-04-02,2382.199951171875,2020-03-16,3886.050048828125,63.12862599617053,2020-03-16,3886.050048828125,2020-04-30,4571.39990234375,11.436436725735021
AFFLE,2019-08-08,873.6500244140625,2020-03-16,1402.199951171875,60.49904561180537,2020-03-16,1402.199951171875,2020-04-30,1431.6500244140625,1.3953281085914648
HDFCAMC,2019-04-02,1569.0,2020-03-16,2517.35009765625,60.44296352174952,2020-03-16,2517.35009765625,2020-04-30,2530.75,0.354553846246386
IRCTC,2019-10-14,727.75,2020-03-16,1166.4000244140625,60.274823004336994,2020-03-16,1166.4000244140625,2020-04-30,1324.3499755859375,8.835396855025547
ISEC,2019-04-02,234.14999389648438,2020-03-16,374.6000061035156,59.98292371048404,2020-03-16,374.6000061035156,2020-04-30,365.8500061035156,-1.563342676390278
FINEORG,2019-04-02,1321.0999755859375,2020-03-16,2089.89990234375,58.19392483273891,2020-03-16,2089.89990234375,2020-04-30,2013.5,-2.4522105572281516
DEEPAKNTR,2019-04-02,271.45001220703125,2020-03-16,429.25,58.13224560572752,2020-03-16,429.25,2020-04-30,506.1499938964844,11.612444857902759
TRENT,2019-04-02,363.8999938964844,2020-03-16,572.0,57.18604275731649,2020-03-16,572.0,2020-04-30,505.0,-7.969828173599113
RELAXO,2019-04-02,418.20001220703125,2020-03-16,639.4500122070312,52.90530692057214,2020-03-16,639.4500122070312,2020-04-30,635.7999877929688,-0.38090083817331477
AUBANK,2019-04-02,610.5999755859375,2020-03-16,920.0499877929688,50.679663377005554,2020-03-16,920.0499877929688,2020-04-30,544.25,-29.532097862373575
ALKYLAMINE,2019-04-02,826.0,2020-03-16,1242.0999755859375,50.375299707740616,2020-03-16,1242.0999755859375,2020-04-30,1790.0,27.584422399329057
JBCHEPHARM,2019-04-02,360.1000061035156,2020-03-16,535.5,48.708689509453464,2020-03-16,535.5,2020-04-30,557.9000244140625,2.7695851697997487
AAVAS,2019-04-02,1160.0999755859375,2020-03-16,1725.0,48.69408122595171,2020-03-16,1725.0,2020-04-30,1188.0,-22.01371590486868
ESABINDIA,2019-04-02,915.0499877929688,2020-03-16,1327.050048828125,45.02486930018645,2020-03-16,1327.050048828125,2020-04-30,1159.1500244140625,-8.623420391097202
MIDHANI,2019-04-02,138.3000030517578,2020-03-16,200.3000030517578,44.83007854800765,2020-03-16,200.3000030517578,2020-04-30,215.0500030517578,4.850940751497279
TIMKEN,2019-04-02,609.2000122070312,2020-03-16,881.6500244140625,44.72258810698144,2020-03-16,881.6500244140625,2020-04-30,902.1500244140625,1.5441778188943323
AMBER,2019-04-02,856.75,2020-03-16,1224.75,42.95302013422819,2020-03-16,1224.75,2020-04-30,1071.949951171875,-8.50064334995001
BHARTIARTL,2019-04-02,327.2850036621094,2020-03-16,464.79998779296875,42.01689126973582,2020-03-16,464.79998779296875,2020-04-30,514.2999877929688,6.979427808187477
TATACONSUM,2019-04-02,211.89999389648438,2020-03-16,300.29998779296875,41.71778973229645,2020-03-16,300.29998779296875,2020-04-30,351.6000061035156,11.086778616091575
RATNAMANI,2019-04-02,897.4500122070312,2020-03-16,1259.5999755859375,40.35321839132835,2020-03-16,1259.5999755859375,2020-04-30,908.6500244140625,-19.56544452172543
