company,yealy_start_date,yealy_start_date_close,yealy_end_date,yealy_end_date_close,return_yearly,monthly_start_date,monthly_start_date_close,monthly_end_date,monthly_end_date_close,return_monthly
ADANIGREEN,2019-01-02,41.150001525878906,2019-12-20,135.10000610351562,228.31105976643116,2019-12-20,135.10000610351562,2020-01-31,189.4499969482422,27.316639543540468
NAM-INDIA,2019-01-02,158.5,2019-12-20,346.70001220703125,118.73817804860013,2019-12-20,346.70001220703125,2020-01-31,363.6499938964844,3.4682129729452615
HDFCAMC,2019-01-02,1506.050048828125,2019-12-20,3247.699951171875,115.64356069699993,2019-12-20,3247.699951171875,2020-01-31,3174.199951171875,-1.6218063308040875
AAVAS,2019-01-02,840.6500244140625,2019-12-20,1804.800048828125,114.69101248002463,2019-12-20,1804.800048828125,2020-01-31,1994.050048828125,7.3825080389688935
GRSE,2019-01-02,93.3499984741211,2019-12-20,199.6999969482422,113.92608485537781,2019-12-20,199.6999969482422,2020-01-31,212.4499969482422,4.519915676741282
CREDITACC,2019-01-02,384.20001220703125,2019-12-20,783.8499755859375,104.02133021368817,2019-12-20,783.8499755859375,2020-01-31,800.75,1.5353199245426108
ASTRAZEN,2019-01-02,1418.75,2019-12-20,2784.199951171875,96.24316836453744,2019-12-20,2784.199951171875,2020-01-31,2672.5,-2.882372152698731
MANAPPURAM,2019-01-02,92.4000015258789,2019-12-20,174.0500030517578,88.36580105792618,2019-12-20,174.0500030517578,2020-01-31,188.0500030517578,5.681630914441427
NAUKRI,2019-01-02,1430.449951171875,2019-12-20,2642.300048828125,84.71810542294469,2019-12-20,2642.300048828125,2020-01-31,2847.64990234375,5.491501282874589
DIXON,2019-01-02,2010.550048828125,2019-12-20,3711.75,84.61365844453567,2019-12-20,3711.75,2020-01-31,4654.25,17.542132184605563
ABBOTINDIA,2019-01-02,7527.0498046875,2019-12-20,12984.7001953125,72.50716458958763,2019-12-20,12984.7001953125,2020-01-31,12498.7998046875,-2.6874514329610633
PIIND,2019-01-02,864.0999755859375,2019-12-20,1476.8499755859375,70.91193349293876,2019-12-20,1476.8499755859375,2020-01-31,1556.8499755859375,3.8399714447884037
GUJGASLTD,2019-01-02,133.91000366210938,2019-12-20,228.4499969482422,70.5996495412564,2019-12-20,228.4499969482422,2020-01-31,288.29998779296875,18.08127888438382
ADANITRANS,2019-01-02,200.5500030517578,2019-12-20,341.8999938964844,70.48117112630861,2019-12-20,341.8999938964844,2020-01-31,332.1000061035156,-2.0558679944286506
RELAXO,2019-01-02,369.4750061035156,2019-12-20,621.4500122070312,68.19811947791669,2019-12-20,621.4500122070312,2020-01-31,737.1500244140625,12.970242121595966
SRF,2019-01-02,1992.1500244140625,2019-12-20,3326.5,66.98039601602798,2019-12-20,3326.5,2020-01-31,3784.050048828125,9.642291320740547
BALRAMCHIN,2019-01-02,104.5,2019-12-20,174.35000610351562,66.84211110384271,2019-12-20,174.35000610351562,2020-01-31,166.1999969482422,-3.3616919822824665
SBILIFE,2019-01-02,601.7000122070312,2019-12-20,992.75,64.99085588491187,2019-12-20,992.75,2020-01-31,994.0999755859375,0.09711216963141922
AFFLE,2019-08-08,873.6500244140625,2019-12-20,1438.5999755859375,64.66547649337895,2019-12-20,1438.5999755859375,2020-01-31,1651.6500244140625,10.367553047865252
DEEPAKNTR,2019-01-02,220.60000610351562,2019-12-20,356.6000061035156,61.650043625194904,2019-12-20,356.6000061035156,2020-01-31,383.6000061035156,5.351542667040365
FINEORG,2019-01-02,1202.550048828125,2019-12-20,1939.0999755859375,61.24900393755539,2019-12-20,1939.0999755859375,2020-01-31,2338.85009765625,14.325844786072661
ICICIGI,2019-01-02,875.4500122070312,2019-12-20,1409.9000244140625,61.04860411843156,2019-12-20,1409.9000244140625,2020-01-31,1318.4000244140625,-4.679806040879841
LALPATHLAB,2019-01-02,915.2000122070312,2019-12-20,1470.9000244140625,60.71896905540295,2019-12-20,1470.9000244140625,2020-01-31,1771.199951171875,14.190964260936045
JKCEMENT,2019-01-02,727.1500244140625,2019-12-20,1154.300048828125,58.743039272846076,2019-12-20,1154.300048828125,2020-01-31,1385.949951171875,13.95539243084929
BAJFINANCE,2019-01-02,2614.050048828125,2019-12-20,4135.60009765625,58.206615038232854,2019-12-20,4135.60009765625,2020-01-31,4365.89990234375,3.9467424994307
MCX,2019-01-02,725.5,2019-12-20,1147.0,58.09786354238455,2019-12-20,1147.0,2020-01-31,1246.449951171875,6.119177796602648
BHARTIARTL,2019-01-02,287.0679931640625,2019-12-20,453.79998779296875,58.08101167642785,2019-12-20,453.79998779296875,2020-01-31,496.45001220703125,6.626470282736663
NH,2019-01-02,193.39999389648438,2019-12-20,304.95001220703125,57.678398051166965,2019-12-20,304.95001220703125,2020-01-31,377.8500061035156,16.544937474054432
WHIRLPOOL,2019-01-02,1396.8499755859375,2019-12-20,2198.85009765625,57.41490754824239,2019-12-20,2198.85009765625,2020-01-31,2473.25,8.762775520706235
IGL,2019-01-02,275.3500061035156,2019-12-20,433.20001220703125,57.32703926077749,2019-12-20,433.20001220703125,2020-01-31,507.5,11.970964418778362
CGCL,2019-01-02,127.5999984741211,2019-12-20,200.64999389648438,57.249213398054046,2019-12-20,200.64999389648438,2020-01-31,193.89999389648438,-2.414622586240256
HDFCLIFE,2019-01-02,391.1499938964844,2019-12-20,612.7000122070312,56.64068049792144,2019-12-20,612.7000122070312,2020-01-31,599.2000122070312,-1.578831347609877
ICICIPRULI,2019-01-02,319.79998779296875,2019-12-20,498.45001220703125,55.863049166129564,2019-12-20,498.45001220703125,2020-01-31,510.95001220703125,1.7849178920432252
BERGEPAINT,2019-01-02,327.29998779296875,2019-12-20,506.79998779296875,54.842654046642195,2019-12-20,506.79998779296875,2020-01-31,560.1500244140625,7.410911604698001
ESSELPACK,2019-01-02,110.80000305175781,2019-12-20,171.39999389648438,54.69313102493201,2019-12-20,171.39999389648438,2020-01-31,181.0,3.9694034151247948
INDIAMART,2019-07-04,1301.949951171875,2019-12-20,1985.0,52.46361799186805,2019-12-20,1985.0,2020-01-31,2334.550048828125,12.28356640070114
BATAINDIA,2019-01-02,1112.050048828125,2019-12-20,1692.9000244140625,52.23235916387357,2019-12-20,1692.9000244140625,2020-01-31,1801.8499755859375,4.555788974635933
PFIZER,2019-01-02,2819.949951171875,2019-12-20,4263.5498046875,51.19239272015144,2019-12-20,4263.5498046875,2020-01-31,4146.75,-1.964532677408759
GODFRYPHLP,2019-01-02,868.0499877929688,2019-12-20,1309.550048828125,50.861133257737535,2019-12-20,1309.550048828125,2020-01-31,1213.1500244140625,-5.315194149053792
AVANTIFEED,2019-01-02,378.3999938964844,2019-12-20,569.8499755859375,50.59460485663392,2019-12-20,569.8499755859375,2020-01-31,662.0999755859375,11.312779435421305
