company,ema50,ema200,ratio,outcome,action,longName,price,regularMarketVolume,marketCap,bookValue,priceToBook,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh
PFC,91.32111080142273,95.1936197270616,4.152496604065772,far away,sell,Power Finance Corporation Limited,93.4,8354407,246453649408,187.408,0.49837786,8490025,6402266,19.25,0.2596089,74.15 - 133.4,-39.999992,-0.29985002,74.15,133.4
PFIZER,4630.115315249558,4232.5934620167955,8.970662654569942,far away,buy,Pfizer Limited,4988.1,108793,228194107392,742.321,6.7196,68756,77997,1893.1001,0.611664,3095.0 - 5239.0,-250.8999,-0.0478908,3095.0,5239.0
PGHH,10158.700743690928,10410.49952290627,2.448308888549679,far away,sell,Procter & Gamble Hygiene and Health Care Limited,9902.55,4118,321443692544,356.676,27.763432,9089,4025,1502.5498,0.17887497,8400.0 - 12774.9,-2872.3506,-0.2248433,8400.0,12774.9
PGHL,4729.841744968513,4314.398180370963,9.186920471527769,far away,buy,Procter & Gamble Health Limited,5273.1,143472,87575117824,492.085,10.715832,26156,50575,2381.6501,0.82368714,2891.45 - 5685.0,-411.8999,-0.07245381,2891.45,5685.0
PHILIPCARB,114.48704867945557,108.49454903641218,5.37488268487454,far away,buy,Phillips Carbon Black Limited,126.6,2393836,21809129472,98.592,1.2840798,2185591,996949,72.5,1.3401109,54.1 - 147.45,-20.849998,-0.14140385,54.1,147.45
PHOENIXLTD,885.2452178320907,974.0314867561889,9.550624574060816,far away,sell,The Phoenix Mills Limited,637.2,274288,109414252544,239.314,2.6626108,357576,151295,172.15002,0.3701753,465.05 - 58495.0,-57857.8,-0.9891068,465.05,58495.0
PIDILITIND,1430.7036983191258,1405.3649627853501,1.7868915433033112,far away,buy,Pidilite Industries Limited,1455.1,807903,739382853632,87.681,16.595385,996003,871730,269.54993,0.22736275,1185.55 - 1709.9,-254.80005,-0.14901459,1185.55,1709.9
PIIND,1868.747557784191,1606.4936708659002,15.092701177475366,far away,buy,PI Industries Limited,2036.5,1083791,308963508224,189.641,10.738711,273038,347639,1066.4,1.0992682,970.1 - 2160.0,-123.5,-0.057175927,970.1,2160.0
PNB,33.85289357202644,41.52960638285886,20.36736063523167,far away,sell,Punjab National Bank,32.6,26451629,306786500608,93.103,0.35014984,33771604,16841450,6.299999,0.2395437,26.3 - 69.65,-37.050003,-0.53194547,26.3,69.65
PNBHOUSING,270.22612766287335,323.50415316328446,17.946878311908343,far away,sell,PNB Housing Finance Limited,335.55,475960,56435146752,475.529,0.7056352,942384,745339,189.9,1.3038105,145.65 - 714.75,-379.2,-0.53053516,145.65,714.75
PNCINFRA,153.55433948552846,150.7182560716535,1.8641727551451215,far away,buy,PNC Infratech Limited,169.4,94456,43457708032,99.471,1.7030089,296255,247026,89.399994,1.1175,80.0 - 214.85,-45.450012,-0.211543,80.0,214.85
POLYCAB,854.7436652694211,827.6710540626191,3.2183041310468887,far away,buy,Polycab India Limited,879.7,138719,131026034688,257.686,3.4138448,326664,157938,309.7,0.54333335,570.0 - 1182.0,-302.3,-0.25575295,570.0,1182.0
POLYMED,418.7125143365706,321.5740168372876,26.243486382293714,far away,buy,Poly Medicure Limited,495.4,246318,43672481792,49.327,10.043181,277817,341954,304.8,1.5991604,190.6 - 519.3,-23.899994,-0.046023484,190.6,519.3
POWERGRID,175.84931524250086,177.33697568057232,0.8424225267540084,far away,sell,Power Grid Corporation of India Limited,171.9,13377966,899576758272,123.593,1.3908554,10209015,9394535,49.749992,0.40728605,122.15 - 211.0,-39.100006,-0.18530808,122.15,211.0
PRAJIND,68.50266405663334,77.34995259948415,12.131820114973216,far away,sell,Praj Industries Limited,73.8,1094397,13535363072,39.348,1.875572,1905232,1822622,30.800003,0.71627915,43.0 - 129.75,-55.949997,-0.43121386,43.0,129.75
PRESTIGE,232.00477543867044,234.4939620863178,1.0671782997114858,far away,sell,Prestige Estates Projects Limited,255.25,495290,102203375616,135.745,1.880364,885588,771019,121.600006,0.9098392,133.65 - 426.0,-170.75,-0.4008216,133.65,426.0
PTC,54.1675094881774,51.319893194804195,5.398969395295607,far away,buy,PTC India Limited,50.5,2483960,14948404224,141.76,0.3562359,2930894,3424700,18.099998,0.5586419,32.4 - 68.7,-18.199997,-0.2649199,32.4,68.7
PVR,1228.346050360048,1306.09905987219,6.135702777561234,far away,sell,PVR Limited,1203.9,2224016,66430963712,288.266,4.176351,2136078,2909027,485.60004,0.6760407,718.3 - 2125.0,-921.1,-0.4334588,718.3,2125.0
QUESS,370.9964452001829,385.2227292929611,3.762476428163401,far away,sell,Quess Corp Limited,426.55,319444,62996738048,154.305,2.7643304,289809,406992,261.55,1.5851514,165.0 - 638.2,-211.65002,-0.3316359,165.0,638.2
RADICO,398.553714327114,361.53768525810256,9.739888936833427,far away,buy,Radico Khaitan Limited,452.15,646224,60381016064,115.699,3.9079854,506098,942940,232.15,1.0552273,220.0 - 472.0,-19.850006,-0.042055096,220.0,472.0
RAIN,105.26946314233166,95.55256202148004,9.677126911677625,far away,buy,Rain Industries Limited,104.4,1928160,35131019264,154.562,0.6754571,2455727,788570,59.65,1.332961,44.75 - 128.8,-24.400002,-0.189441,44.75,128.8
RAJESHEXPO,467.3448630627486,540.3579504225941,14.490996032315332,far away,sell,Rajesh Exports Limited,509.35,996211,150423273472,356.754,1.4277345,117770,63714,68.350006,0.15498868,441.0 - 780.5,-271.15,-0.3474055,441.0,780.5
RALLIS,294.9330443053032,245.75237832503132,18.191970384929952,far away,buy,Rallis India Limited,300.15,1390009,58304135168,72.477,4.141314,1121685,595597,175.15,1.4011999,125.0 - 339.8,-39.649994,-0.11668627,125.0,339.8
RAMCOCEM,698.1342830412735,680.1534407092615,2.609156567553738,far away,buy,The Ramco Cements Limited,745.5,843997,175788163072,212.302,3.5115073,966407,1018488,290.5,0.63846153,455.0 - 884.25,-138.75,-0.15691264,455.0,884.25
RATNAMANI,1135.0191100488585,1055.3391024596635,7.275522983790024,far away,buy,Ratnamani Metals & Tubes Limited,1258.75,29702,58656239616,365.767,3.4413986,15778,40213,539.65,0.75045204,719.1 - 1390.0,-131.25,-0.094424464,719.1,1390.0
RAYMOND,275.3075717553111,370.585788971815,29.502770274412725,far away,sell,Raymond Limited,282.75,592309,18840311808,366.827,0.77079934,1083577,719766,72.75,0.34642857,210.0 - 829.0,-546.25,-0.6589264,210.0,829.0
RBLBANK,181.45063627551377,225.99729592104697,21.866185161564662,far away,sell,RBL Bank Limited,180.65,11108374,91903877120,207.685,0.86982685,30055703,16296786,79.09999,0.77892655,101.55 - 415.0,-234.35,-0.5646988,101.55,415.0
RCF,47.70728121891915,46.21031164722066,3.187836327602891,far away,buy,Rashtriya Chemicals and Fertilizers Limited,46.9,543993,25846872064,57.606,0.81415135,2226878,942362,24.900002,1.1318183,22.0 - 60.1,-13.199997,-0.21963389,22.0,60.1
RECLTD,107.69292679322861,112.00767036504374,3.927839639604427,far away,sell,REC Limited,108.0,6501582,213193080832,179.226,0.60259116,7741472,5724393,29.25,0.37142858,78.75 - 156.5,-48.5,-0.30990416,78.75,156.5
REDINGTON,106.69217567944138,99.42046146077024,7.056058589677281,far away,buy,Redington (India) Limited,119.05,601786,46340927488,110.742,1.0750213,999727,777532,59.950005,1.0143825,59.1 - 139.55,-20.5,-0.14690074,59.1,139.55
RELAXO,643.9928833146801,619.5406771917445,3.870448223493974,far away,buy,Relaxo Footwears Limited,673.8,307141,166671171584,51.338,13.124781,312550,218565,193.79999,0.40374997,480.0 - 830.0,-156.20001,-0.18819278,480.0,830.0
RELIANCE,2082.017197309206,1706.9234412578114,19.799399981798373,far away,buy,Reliance Industries Limited,2305.7,15261629,15591234600960,764.929,3.0142665,21985215,25455598,1430.0499,1.6331296,875.65 - 2369.35,-63.650146,-0.026863968,875.65,2369.35
RENUKA,9.3409591937602,8.202207185138557,12.98228591152571,far away,buy,Shree Renuka Sugars Limited,9.3,830337,17788110848,-4.605,-2.0195441,2086491,1036952,6.05,1.8615385,3.25 - 12.25,-2.9499998,-0.24081631,3.25,12.25
REPCOHOME,157.14651056676257,190.8449254601415,19.36738172532132,far away,sell,Repco Home Finance Limited,166.8,652220,10444182528,249.462,0.6686389,466803,275895,76.450005,0.8461539,90.35 - 366.2,-199.40001,-0.5445112,90.35,366.2
RITES,248.40358846721705,251.97601049673764,1.42788476465362,far away,sell,RITES Limited,255.4,678590,63711313920,105.331,2.4247372,812970,409289,64.75,0.3396276,190.65 - 331.0,-75.600006,-0.22839881,190.65,331.0
RVNL,20.687991099768126,20.55767967884108,0.6318792661974543,far away,buy,Rail Vikas Nigam Limited,21.35,2958517,44621926400,24.613,0.86742777,6965004,2970454,11.35,1.135,10.0 - 29.3,-7.949999,-0.271331,10.0,29.3
SADBHAV,51.544225868456394,72.79849071888437,34.18658596782154,far away,sell,Sadbhav Engineering Limited,55.35,882968,9496455168,93.301,0.5932412,672604,569822,32.1,1.380645,23.25 - 147.5,-92.15,-0.6247458,23.25,147.5
SAIL,37.80484228579385,36.58900706066254,3.268644480188412,far away,buy,Steel Authority of India Limited,37.85,12507059,156340551680,100.502,0.3766094,39964029,31039988,17.699999,0.8784119,20.15 - 51.9,-14.050003,-0.27071297,20.15,51.9
SANOFI,8278.885299809514,7577.133535846779,8.851550584496879,far away,buy,Sanofi India Limited,8478.95,42010,195120988160,1157.245,7.326841,26197,18110,2797.9004,0.49249706,5681.05 - 8989.0,-510.0498,-0.05674155,5681.05,8989.0
SBILIFE,845.8420117416233,822.8470827312264,2.7560471374281037,far away,buy,SBI Life Insurance Company Limited,848.1,1245105,846851604480,93.144,9.105256,1367951,1058778,328.69995,0.63284546,519.4 - 1030.0,-181.90002,-0.17660196,519.4,1030.0
SBIN,198.5714732786759,222.89527873388727,11.542455170692234,far away,sell,State Bank of India,192.6,55265304,1718879911936,292.991,0.6573581,64472679,56855463,43.15001,0.2887254,149.45 - 351.0,-158.4,-0.45128202,149.45,351.0
SCHAEFFLER,3785.170743459827,3889.6665926210094,2.723076583523874,far away,sell,Schaeffler India Limited,3867.75,125695,120908570624,924.56,4.1833415,11947,27146,842.5,0.27848938,3025.25 - 4959.85,-1092.1001,-0.22018813,3025.25,4959.85
SCHNEIDER,80.58764397439138,81.1050601299329,0.6399993845209908,far away,sell,Schneider Electric Infrastructure Limited,79.5,135586,18961068032,0.059,1347.4576,264088,177799,21.5,0.37068966,58.0 - 114.0,-34.5,-0.3026316,58.0,114.0
SCI,57.71171919351717,52.452670613659464,9.547638014539443,far away,buy,The Shipping Corporation of India Limited,57.55,1028293,26734852096,160.663,0.3582032,2590454,781729,26.05,0.8269841,31.5 - 69.7,-12.149998,-0.17431848,31.5,69.7
SEQUENT,128.64556998620452,99.58787616640005,25.463133742786777,far away,buy,Sequent Scientific Limited,151.25,2010511,37541761024,30.407,4.9741836,2075055,2010386,99.55,1.925532,51.7 - 157.8,-6.550003,-0.041508257,51.7,157.8
SFL,1425.6200342284308,1398.0353025171933,1.953831358400138,far away,buy,Sheela Foam Limited,1525.75,47414,74392059904,188.538,8.092533,29867,40460,373.90002,0.32460827,1151.85 - 1779.95,-254.19995,-0.14281298,1151.85,1779.95
SHOPERSTOP,173.66274369026175,237.2228538976363,30.93810568221611,far away,sell,Shoppers Stop Limited,169.55,72697,14905581568,7.574,22.385794,253124,88431,38.550003,0.29427484,131.0 - 447.5,-277.95,-0.62111735,131.0,447.5
SHREECEM,20894.77701600041,20819.694132220287,0.3599848288299648,far away,buy,Shree Cement Limited,19520.95,82167,703892226048,3649.988,5.3482227,61466,62688,4110.949,0.26677153,15410.0 - 25355.0,-5834.051,-0.23009469,15410.0,25355.0
SHRIRAMCIT,861.6175842013206,958.8074078724937,10.677707029330028,far away,sell,Shriram City Union Finance Limited,973.4,7471,64247226368,1124.732,0.8654506,92291,39193,348.40002,0.55744004,625.0 - 1569.95,-596.5499,-0.3799802,625.0,1569.95
SIS,372.52720565876103,405.47941657563126,8.47093327360975,far away,sell,Security and Intelligence Services (India) Limited,380.55,90852,55733829632,94.683,4.019201,98856,73931,58.44998,0.18146533,322.1 - 623.7,-243.15002,-0.3898509,322.1,623.7
SJVN,23.072397641287626,22.98926219038705,0.3609746205602819,far away,buy,SJVN Limited,23.45,1193335,92153815040,30.285,0.77431077,1777483,1693505,6.200001,0.35942033,17.25 - 27.35,-3.8999996,-0.14259596,17.25,27.35
SKFINDIA,1575.9497121492168,1674.8429716863347,6.084255082082662,far away,sell,SKF India Limited,1552.7,43675,76762382336,385.382,4.0289893,55504,44285,322.69995,0.26235768,1230.0 - 2317.95,-765.25,-0.33014086,1230.0,2317.95
SOBHA,242.7802754355599,280.6492087257028,14.469545348911186,far away,sell,Sobha Limited,255.0,670880,24205008896,258.565,0.9862124,388648,347684,134.35,1.1135516,120.65 - 545.0,-290.0,-0.5321101,120.65,545.0
SOLARINDS,1039.2023375958706,1024.7351491969225,1.401901800953192,far away,buy,Solar Industries India Limited,1088.6,51369,98507513856,152.513,7.137752,36220,15686,315.55,0.40818834,773.05 - 1349.0,-260.40002,-0.19303189,773.05,1349.0
SONATSOFTW,293.94519707004594,273.53930212144525,7.19170126326744,far away,buy,Sonata Software Limited,335.7,830646,35370024960,64.448,5.208851,497785,456787,188.45001,1.2797964,147.25 - 354.95,-19.25,-0.05423299,147.25,354.95
SOUTHBANK,7.202924615149418,8.127362710478502,12.060284007641323,far away,sell,The South Indian Bank Limited,6.95,10221245,12667416576,30.114,0.23078966,19638766,9003210,2.1499996,0.44791657,4.8 - 12.5,-5.55,-0.444,4.8,12.5
SPANDANA,594.8708855991437,700.2608781094626,16.274790791716047,far away,sell,Spandana Sphoorty Financial Ltd.,568.45,79056,36506427392,408.627,1.391122,40396,45126,163.45001,0.40358028,405.0 - 1397.0,-828.55,-0.5930923,405.0,1397.0
SPARC,174.70909850703282,162.09069310239107,7.493119484631341,far away,buy,Sun Pharma Advanced Research Company Limited,179.3,2278433,46985207808,-0.712,-251.82584,1432816,718821,98.3,1.2135803,81.0 - 210.9,-31.59999,-0.149834,81.0,210.9
SPICEJET,50.71202256319543,60.135900903968235,17.00325643639942,far away,sell,SpiceJet Limited,51.5,1437998,30905458688,-26.332,-1.9557952,4217464,3511833,20.85,0.680261,30.65 - 134.3,-82.8,-0.6165302,30.65,134.3
SRF,4088.4370216279053,3653.919777897057,11.224417964243354,far away,buy,SRF Limited,4317.95,487651,248197939200,858.26,5.031051,293115,265418,1850.3003,0.74982285,2467.65 - 4475.0,-157.0498,-0.035094928,2467.65,4475.0
STAR,569.8957261664387,465.452806935379,20.17541260587051,far away,buy,Strides Pharma Science Limited,712.65,1772359,63871754240,282.187,2.5254529,1704950,2680843,444.65002,1.6591419,268.0 - 745.0,-32.349976,-0.043422785,268.0,745.0
STARCEMENT,87.60703348473083,86.78215667965247,0.9460182759043873,far away,buy,Star Cement Limited,88.65,112265,36582219776,45.005,1.9697812,229356,95516,28.650002,0.47750002,60.0 - 104.95,-16.299995,-0.15531202,60.0,104.95
STRTECH,143.67186246070366,129.87698055768962,10.08586382658287,far away,buy,Sterlite Technologies Limited,156.15,1068621,63078821888,47.558,3.2833593,2728923,1303118,97.49999,1.662404,58.65 - 180.0,-23.850006,-0.13250004,58.65,180.0
SUDARSCHEM,439.9385004547643,409.81516713070715,7.089897807596635,far away,buy,Sudarshan Chemical Industries Limited,523.15,2183203,36168130560,85.808,6.096751,319764,294055,233.05002,0.8033437,290.1 - 538.0,-14.849976,-0.027602185,290.1,538.0
SUNDARMFIN,1363.7942997955545,1389.8117717440532,1.8897018144611892,far away,sell,Sundaram Finance Limited,1306.2,188227,145124032512,600.953,2.1735475,58872,59387,324.14996,0.33007482,982.05 - 1784.95,-478.75,-0.2682148,982.05,1784.95
SUNDRMFAST,421.80206273124855,406.4153174534296,3.715629651333314,far away,buy,Sundram Fasteners Limited,416.7,289797,87560339456,95.096,4.381888,85307,70439,168.20001,0.6768612,248.5 - 533.35,-116.64996,-0.21871185,248.5,533.35
SUNPHARMA,510.05766037669986,472.0006388583832,7.750460751252541,far away,buy,Sun Pharmaceutical Industries Limited,523.35,25682078,1255689289728,189.055,2.7682421,9911407,9151698,211.34998,0.67740375,312.0 - 564.75,-41.400024,-0.073306814,312.0,564.75
SUNTECK,242.54240517850008,264.34451442224344,8.602356226085334,far away,sell,Sunteck Realty Limited,285.05,633007,41673166848,205.643,1.38614,940519,629826,140.04999,0.965862,145.0 - 458.9,-173.85,-0.3788407,145.0,458.9
SUNTV,444.3623920277323,431.5415898957594,2.927444650683822,far away,buy,Sun TV Network Limited,484.5,2100190,190974394368,145.18,3.3372366,2717887,3350741,224.95001,0.8666924,259.55 - 551.3,-66.79999,-0.12116813,259.55,551.3
SUPRAJIT,167.97952983182506,162.46683899424255,3.3365116749000494,far away,buy,Suprajit Engineering Limited,180.25,96894,25233014784,60.347,2.9868925,329293,187764,81.0,0.8161209,99.25 - 219.0,-38.75,-0.17694063,99.25,219.0
SUPREMEIND,1292.3154421003705,1178.583688182913,9.20569783877972,far away,buy,The Supreme Industries Limited,1421.2,206488,180351696896,178.009,7.9838657,65338,72392,647.89996,0.8378378,773.3 - 1459.0,-37.80005,-0.025908189,773.3,1459.0
SUZLON,3.7977645996802494,3.6185379733940266,4.833314836342446,far away,buy,Suzlon Energy Limited,3.1,33732515,25420650496,-20.646,-0.15015015,20622340,9549849,1.3999999,0.8235293,1.7 - 6.05,-2.9500003,-0.48760334,1.7,6.05
SWANENERGY,128.13183207889375,120.72331048946565,5.954083578878035,far away,buy,Swan Energy Limited,115.6,151413,28236107776,37.453,3.0865352,169123,147391,29.599998,0.34418604,86.0 - 160.0,-44.4,-0.2775,86.0,160.0
SWSOLAR,241.56560595369982,229.51433491882818,5.116444148545331,far away,buy,Sterling and Wilson Solar Limited,219.9,1193410,35294609408,67.409,3.2621758,384913,502404,150.2,2.15495,69.7 - 664.85,-444.94998,-0.6692487,69.7,664.85
SYMPHONY,864.3842753119391,968.004832938676,11.309885783556494,far away,sell,Symphony Limited,911.55,126723,63769300992,90.259,10.09927,56796,34642,220.84998,0.31974804,690.7 - 1408.95,-497.39996,-0.35302883,690.7,1408.95
SYNGENE,473.2709416371326,387.5480377200998,19.91659244805255,far away,buy,Syngene International Limited,567.85,1595313,227506241536,54.87,10.349007,958880,2898135,355.3,1.6716065,212.55 - 594.95,-27.100037,-0.045550108,212.55,594.95
TAKE,49.156734326158215,65.77542755469628,28.91913448172321,far away,sell,TAKE Solutions Limited,46.85,498042,6937922560,107.735,0.4348633,816761,923187,10.599998,0.29241374,36.25 - 120.55,-73.700005,-0.6113646,36.25,120.55
TASTYBITE,11991.129702300552,10881.319579546174,9.70434000380716,far away,buy,Tasty Bite Eatables Limited,11429.7,1367,29247344640,635.768,17.977785,1804,1314,3972.75,0.532758,7456.95 - 13740.0,-2310.2998,-0.16814409,7456.95,13740.0
TATACOMM,804.2813909393789,592.5664253841038,30.31324716711244,far away,buy,Tata Communications Limited,849.25,190070,241682120704,-44.855,-18.93323,169934,78550,649.25,3.24625,200.0 - 935.0,-85.75,-0.09171123,200.0,935.0
TATAELXSI,1088.8419178076454,926.8607948069618,16.071925883413098,far away,buy,Tata Elxsi Limited,1273.4,895297,79281250304,175.032,7.2752414,559863,645032,773.45,1.5470546,499.95 - 1331.0,-57.599976,-0.043275714,499.95,1331.0
TATAINVEST,801.5762639843431,781.1174848829177,2.5853111653556273,far away,buy,Tata Investment Corporation Limited,883.05,65766,44688334848,1592.465,0.5545177,33455,85992,292.05,0.4941624,591.0 - 1024.9,-141.85004,-0.13840377,591.0,1024.9
TATAMOTORS,129.54857402768505,125.33350819340183,3.307463433719942,far away,buy,Tata Motors Limited,147.9,46254705,490146496512,175.341,0.8434992,72662328,72952208,84.399994,1.3291337,63.5 - 201.7,-53.800003,-0.26673278,63.5,201.7
TATAMTRDVR,50.8015248877858,52.278678216402724,2.8660271984987955,far away,sell,Tata Motors Limited,65.65,5866604,491564204032,175.341,0.37441328,9258561,7978225,37.25,1.3116198,28.4 - 84.2,-18.549995,-0.22030874,28.4,84.2
TATAPOWER,54.255333643706805,50.50406168027725,7.16169075208612,far away,buy,The Tata Power Company Limited,56.2,15694895,179419627520,72.339,0.7768977,33072006,25179940,29.2,1.0814815,27.0 - 68.85,-12.649998,-0.18373272,27.0,68.85
TATASTEEL,394.7360971260619,376.2353916526179,4.799322865428275,far away,buy,Tata Steel Limited,395.5,16836981,476233433088,642.066,0.6159803,14880971,16409454,144.65,0.5766394,250.85 - 506.0,-110.5,-0.21837945,250.85,506.0
TATASTLBSL,23.459364618194588,22.97246257447086,2.097277118573703,far away,buy,Tata Steel BSL Limited,23.05,3318481,25096148992,155.864,0.14788534,2415158,1937654,7.949999,0.52649,15.1 - 32.55,-9.5,-0.29185867,15.1,32.55
TCIEXP,769.4477323703792,714.1594383116702,7.453225510266526,far away,buy,TCI Express Limited,867.45,27910,33357268992,87.933,9.864898,33442,49999,411.65002,0.90313745,455.8 - 949.0,-81.54999,-0.085932545,455.8,949.0
TCS,2281.6010182479013,2134.3320711217434,6.66989033328763,far away,buy,Tata Consultancy Services Limited,2449.9,4182700,9192954920960,238.931,10.253588,4058255,4721978,943.84985,0.6267055,1506.05 - 2538.0,-88.1001,-0.03471241,1506.05,2538.0
TEAMLEASE,2147.876852750519,2114.765326817659,1.5535681644389958,far away,buy,TeamLease Services Limited,2375.65,24851,40616009728,334.618,7.0995874,42206,44970,960.2999,0.6784894,1415.35 - 3200.0,-824.3501,-0.2576094,1415.35,3200.0
TECHM,707.4540383329615,665.8168884151944,6.063938164971139,far away,buy,Tech Mahindra Limited,804.65,6279978,777616228352,250.28,3.2149992,5513661,5560798,333.25003,0.70693684,471.4 - 845.9,-41.25,-0.048764627,471.4,845.9
THERMAX,765.9183402712533,826.9454487409812,7.662564607306686,far away,sell,Thermax Limited,780.8,28385,93037002752,268.872,2.9039838,89433,39810,210.79999,0.36982453,570.0 - 1181.25,-400.45,-0.3390053,570.0,1181.25
THYROCARE,715.2453337887657,604.7956552028356,16.734280148422393,far away,buy,Thyrocare Technologies Limited,805.9,88618,42580856832,68.749,11.722353,235627,178222,396.30002,0.96752936,409.6 - 846.9,-41.0,-0.048411854,409.6,846.9
TIINDIA,574.9318644839144,474.29000606860757,19.18409465908458,far away,buy,Tube Investments of India Limited,643.55,347349,120926257152,92.279,6.9739594,142370,128993,389.55,1.5336614,254.0 - 681.95,-38.400024,-0.05630915,254.0,681.95
TIMETECHNO,40.328111409538394,45.2080043476688,11.410134526056563,far away,sell,Time Technoplast Limited,39.7,675898,8999950336,80.097,0.49564904,698385,486121,17.300001,0.7723215,22.4 - 69.6,-29.899998,-0.42959768,22.4,69.6
TIMKEN,1061.881284492363,936.4650174323643,12.552005319518713,far away,buy,Timken India Limited,1101.75,192441,82948661248,209.612,5.2561398,56477,93157,462.7,0.72404355,639.05 - 1228.8,-127.05005,-0.10339359,639.05,1228.8
TITAN,1106.8209807234782,1069.7819974754866,3.403375224510591,far away,buy,Titan Company Limited,1163.6,2574540,1033044033536,75.117,15.490501,3451114,3005449,442.69995,0.6140934,720.9 - 1389.95,-226.34998,-0.16284758,720.9,1389.95
TORNTPHARM,2704.6862056780774,2354.864541762628,13.828170973179827,far away,buy,Torrent Pharmaceuticals Limited,2876.3,1152187,486736134144,285.022,10.091502,736725,540918,1321.3,0.84971064,1555.0 - 3031.2,-154.8999,-0.05110184,1555.0,3031.2
TORNTPOWER,332.1046424721476,313.73692397795105,5.687995151862289,far away,buy,Torrent Power Limited,325.8,1163611,156537765888,190.454,1.7106493,1337270,704233,93.84999,0.40461302,231.95 - 368.9,-43.100006,-0.11683385,231.95,368.9
TRENT,630.1419866741885,564.9320428957634,10.913122060210936,far away,buy,Trent Limited,682.0,4548260,242459181056,67.176,10.152435,622292,1210627,317.0,0.86849314,365.0 - 804.7,-122.70001,-0.1524792,365.0,804.7
TRIDENT,6.589423040968453,6.184077132444347,6.346669323539153,far away,buy,Trident Limited,6.85,5148683,35009941504,5.929,1.1553382,6616951,5218276,3.8,1.2459016,3.05 - 8.4,-1.5499997,-0.18452379,3.05,8.4
TTKPRESTIG,5740.163021242133,5544.569814460872,3.4665101891014523,far away,buy,TTK Prestige Limited,6305.45,6123,87526588416,942.372,6.6910415,8376,7074,2404.35,0.61632615,3901.1 - 6650.0,-344.5498,-0.051812,3901.1,6650.0
TV18BRDCST,32.15629548464322,28.37368705439727,12.498296783106639,far away,buy,TV18 Broadcast Limited,32.2,7146361,55202394112,21.96,1.4663025,8203092,4094318,20.300001,1.7058825,11.9 - 41.7,-9.5,-0.22781774,11.9,41.7
TVSMOTOR,425.81375200424327,405.4977114978426,4.887708493953589,far away,buy,TVS Motor Company Limited,457.3,2203067,217304842240,69.084,6.6194777,2887321,2467684,217.19998,0.904623,240.1 - 504.0,-46.700012,-0.09265875,240.1,504.0
TVTODAY,219.05360207554986,222.83993110717563,1.7136838388898081,far away,sell,T.V. Today Network Limited,223.35,64774,13302927360,146.145,1.5282767,106610,54786,95.8,0.751078,127.55 - 345.0,-121.649994,-0.35260868,127.55,345.0
UBL,1028.5044681594632,1072.5355729369064,4.191362745706346,far away,sell,United Breweries Limited,1018.75,600596,269427785728,133.139,7.6517773,751422,853867,269.25,0.3592395,749.5 - 1396.0,-377.25,-0.2702364,749.5,1396.0
UCOBANK,13.516458221530385,13.738087455601727,1.6263652801029784,far away,sell,UCO Bank,13.1,1671135,130027986944,18.0,0.7277778,4486900,3394167,4.700001,0.55952394,8.4 - 22.4,-9.299999,-0.41517854,8.4,22.4
UFLEX,309.7076605562004,246.07422514836543,22.8987079444544,far away,buy,Uflex Limited,334.55,60067,24172908544,650.534,0.5142698,350254,128309,216.29999,1.8291754,118.25 - 374.0,-39.450012,-0.10548132,118.25,374.0
UJJIVAN,234.96929487044858,247.5088877863399,5.197993760812756,far away,sell,Ujjivan Financial Services Limited,223.55,1123747,27186810880,233.691,0.95660514,4428559,1083626,98.9,0.79342157,124.65 - 415.55,-191.99998,-0.46203825,124.65,415.55
ULTRACEMCO,3948.802419461697,3929.777895406627,0.4829429489769133,far away,buy,UltraTech Cement Limited,4002.6,440270,1154445869056,1356.22,2.9512913,518304,394907,1092.6001,0.37546396,2910.0 - 4754.1,-751.5,-0.15807408,2910.0,4754.1
UNIONBANK,29.47911376932488,37.07191466860795,22.81798216345916,far away,sell,Union Bank of India,26.85,4303423,172336447488,95.426,0.28136986,4964373,2334521,4.200001,0.1854305,22.65 - 65.8,-38.950005,-0.59194535,22.65,65.8
UPL,486.26206869504165,476.6044033650096,2.006023807095388,far away,buy,UPL Limited,537.3,3867550,410521370624,252.51,2.1278365,5347765,4796625,297.15,1.2373517,240.15 - 617.75,-80.45001,-0.1302307,240.15,617.75
VAIBHAVGBL,1623.976369407231,1236.1218272340743,27.121764044928614,far away,buy,Vaibhav Global Limited,1878.85,33586,60913819648,232.784,8.071217,29352,23733,1327.5,2.4077265,551.35 - 1970.0,-91.150024,-0.046269048,551.35,1970.0
VAKRANGEE,29.0954796687592,33.039200354221535,12.694104754393956,far away,sell,Vakrangee Limited,27.0,1537376,28712880128,24.894,1.0845988,2257970,1382825,9.85,0.57434404,17.15 - 55.7,-28.7,-0.51526034,17.15,55.7
VARROC,269.41057057026705,285.10902801395594,5.662002743913668,far away,sell,Varroc Engineering Limited,317.95,145862,43049795584,222.869,1.4266229,450396,184290,197.95001,1.6495835,120.0 - 526.6,-208.64996,-0.39622098,120.0,526.6
